t_bridge,mission_state,x_m,y_m,yaw_rad,raw_x_m,raw_y_m,raw_yaw_rad,linear_x_mps,angular_z_radps
11443.655777257,turning,-0.0,0.0,0.0,-2.6609983444213867,-0.25995710492134094,-2.3538550704748396,0.0,0.0
11443.777348079,turning,-0.0,0.0,0.0,-2.6609983444213867,-0.25995710492134094,-2.3538550704748396,0.0,0.0
11443.89662434,turning,-0.0,0.0,0.0,-2.6609983444213867,-0.25995710492134094,-2.3538550704748396,0.0,0.0
11443.997761045,turning,-0.0,0.0,0.0,-2.6609983444213867,-0.25995710492134094,-2.3538550704748396,0.0,0.0
11444.115442279,turning,-0.0,0.0,0.0,-2.6609983444213867,-0.25995710492134094,-2.3538550704748396,0.0,0.0
11444.216594149,turning,-0.0,0.0,0.0,-2.6609983444213867,-0.25995710492134094,-2.3538550704748396,0.0,0.0
11444.336672813,turning,-0.0,0.0,0.0,-2.6609983444213867,-0.25995710492134094,-2.3538550704748396,0.0,0.0
11444.436920634,turning,-0.0,0.0,0.0,-2.6609983444213867,-0.25995710492134094,-2.3538550704748396,0.0,0.0
11444.555418474,turning,-0.0,0.0,0.0,-2.6609983444213867,-0.25995710492134094,-2.3538550704748396,0.0,0.0
11444.675993912,turning,-0.0,0.0,0.0,-2.6609983444213867,-0.25995710492134094,-2.3538550704748396,0.0,0.0
11444.775996381,turning,-5.141940887411724e-05,-4.8296056943934485e-08,-0.0006752175362159107,-2.6609621047973633,-0.2599206268787384,-2.3545302880110555,0.0,0.0
11444.876445829,turning,0.00030659350183438066,-1.9605876253158533e-06,-0.009456631788431036,-2.6612160205841064,-0.2601730227470398,-2.3633117022632706,0.0026844115927815437,-0.03528406471014023
11444.976754149,turning,0.00035906510005178364,-2.546957543012328e-06,-0.01149369941177003,-2.6612534523010254,-0.2602097988128662,-2.3653487698866096,0.0,0.0
11445.096573998,turning,-0.0011355892226683356,3.4962272451066734e-05,-0.051513668983776295,-2.660172462463379,-0.25917690992355347,-2.405368739458616,-0.02223309874534607,-0.6818773150444031
11445.215498075,turning,-0.0018519147952275885,7.280015665458853e-05,-0.13933179988011624,-2.659640312194824,-0.25869590044021606,-2.493186870354956,0.010284274816513062,-0.8786513209342957
11445.336117605,turning,-0.0007517753572506513,-0.00014411192056030376,-0.22723379545820555,-2.6605701446533203,-0.2593226134777069,-2.581088865933045,0.035661742091178894,-0.5357028841972351
11445.436234666,turning,4.3983112021830765e-05,-0.0003501334298681144,-0.29232403805867735,-2.6612775325775146,-0.25974127650260925,-2.646179108533517,-0.00514265289530158,-0.7435484528541565
11445.555394279,turning,0.0007801090497896887,-0.0005808610685872069,-0.35252376347551273,-2.6619603633880615,-0.26010024547576904,-2.7063788339503523,0.010288901627063751,-0.405713826417923
11445.678537422,turning,0.001974838612278201,-0.0010447227585484511,-0.38965600168878556,-2.6631319522857666,-0.26061978936195374,-2.743511072163625,0.013877739198505878,-0.3040236234664917
11445.796194005,turning,0.0023977285363594976,-0.0012303157790148557,-0.4201545284869268,-2.6635618209838867,-0.26078858971595764,-2.7740095989617664,0.0102453688159585,-0.13466572761535645
11445.896491398,turning,0.003102608269758551,-0.0015486570778905592,-0.4303207343909845,-2.6642847061157227,-0.2610636055469513,-2.784175804865824,0.009874265640974045,-0.12978792190551758
11446.015613657,turning,0.00394176944955444,-0.0019385408868983886,-0.46142958200871886,-2.6651530265808105,-0.2613833248615265,-2.8152846524835584,9.056893190972914e-07,-0.47474485635757446
11446.136848034,turning,0.003804138175962078,-0.0018666322909075036,-0.5080566085190528,-2.6650049686431885,-0.2613365054130554,-2.8619116789938923,0.007681858725845814,-0.1682802140712738
11446.256040127,turning,0.004341729099527226,-0.002170167968694505,-0.5188903272157299,-2.6655993461608887,-0.2615033984184265,-2.8727453976905695,0.005120899993926287,-0.0673094093799591
11446.356451926,turning,0.004699098175744638,-0.0023752271197870645,-0.5243072032121754,-2.665996789932251,-0.26161202788352966,-2.878162273687015,0.00256146932952106,-0.03366810455918312
11446.475888258,turning,0.00474379786094235,-0.002401041339247333,-0.5249862092168023,-2.666046619415283,-0.2616254985332489,-2.878841279691642,0.0,0.0
11446.578304063,turning,0.00474379786094235,-0.002401041339247333,-0.5249862092168023,-2.666046619415283,-0.2616254985332489,-2.878841279691642,0.0,0.0
11446.678306567,turning,0.00474379786094235,-0.002401041339247333,-0.5249862092168023,-2.666046619415283,-0.2616254985332489,-2.878841279691642,0.0,0.0
11446.780305245,turning,0.00474379786094235,-0.002401041339247333,-0.5249862092168023,-2.666046619415283,-0.2616254985332489,-2.878841279691642,0.0,0.0
