t_bridge,mission_state,x_m,y_m,yaw_rad,raw_x_m,raw_y_m,raw_yaw_rad,linear_x_mps,angular_z_radps
10287.43107871,idle,0.0,0.0,0.0,-2.564274311065674,-0.25560855865478516,0.8884048959221473,0.0,0.0
10287.550956519,turning,0.0,0.0,0.0,-2.564274311065674,-0.25560855865478516,0.8884048959221473,0.0,0.0
10287.670376951,turning,0.0,0.0,0.0,-2.564274311065674,-0.25560855865478516,0.8884048959221473,0.0,0.0
10287.770594848,navigating,0.0,0.0,0.0,-2.564274311065674,-0.25560855865478516,0.8884048959221473,0.0,0.0
10287.871323617,navigating,0.0,0.0,0.0,-2.564274311065674,-0.25560855865478516,0.8884048959221473,0.0,0.0
10287.990735543,navigating,0.00020513995303599004,1.917263064997373e-07,0.002697016387559259,-2.564145088195801,-0.25544923543930054,0.8911019123097066,0.005167182069271803,0.06791774183511734
10288.090868807,navigating,0.004209907664233525,8.964472552763607e-05,0.05400844591291809,-2.5616888999938965,-0.25228485465049744,0.9424133418350654,0.0617828294634819,0.8120771050453186
10288.191994389,navigating,0.013692101463300231,0.000960823340685083,0.13184163180773822,-2.556385040283203,-0.24437662959098816,1.0202465277298856,0.11369746923446655,0.6114267706871033
10288.292460462,navigating,0.02864943905014593,0.003130450148694326,0.14944077906478914,-2.548635959625244,-0.23140046000480652,1.0378456749869365,0.15977270901203156,-0.07000204175710678
10288.412820298,navigating,0.04647047091847806,0.005713855773412879,0.1256942896911546,-2.5394020080566406,-0.215940922498703,1.014099185613302,0.14376609027385712,-0.2605995237827301
10288.530440465,navigating,0.06300689511656267,0.007554120476610065,0.08382986826234251,-2.5304014682769775,-0.20194698870182037,0.9722347641844898,0.13445475697517395,-0.47580647468566895
10288.631107451,navigating,0.07726525429262027,0.00850659725463826,0.0432758354927133,-2.522148609161377,-0.19028086960315704,0.9316807314148606,0.15178407728672028,-0.37196019291877747
10288.732047552,navigating,0.09609348751681046,0.009008379043844529,0.005975737070400555,-2.5106639862060547,-0.17535245418548584,0.8943806329925479,0.20860055088996887,-0.32641172409057617
