local_t,bridge_t,event_type,mission_state,mission_index,mission_total,event_message,x_m,y_m,yaw_rad,raw_x_m,raw_y_m,raw_yaw_rad,encoder_yaw_rad,pixhawk_yaw_rad,pixhawk_yaw_ros_rad,pixhawk_gyro_yaw_rad,pixhawk_age_s,yaw_source,use_pixhawk_yaw,pixhawk_weight,encoder_weight,pixhawk_yaw_mode,pixhawk_yaw_sign,linear_x_mps,angular_z_radps,cmd_linear_x_mps,cmd_angular_z_radps,cmd_age_s,actual_left_mps,actual_right_mps,cmd_left_mps,cmd_right_mps,turn_abs_balance_error_mps,turn_linear_leak_ratio,nearest_segment,along_track_m,segment_progress_m,segment_ratio,nearest_path_x_m,nearest_path_y_m,nearest_path_yaw_rad,cross_track_error_m,signed_cross_track_error_m,heading_error_rad,distance_to_waypoint_m,turn_kind,turn_target_yaw_rad,turn_yaw_error_rad
1.0667491999920458,1339.562643809,odom,idle,,1,,0.0,0.0,-0.000811588429973753,0.044999188774805944,0.0,-0.6172866549569068,-0.6164750665269331,-3.10921311378479,-0.00101448551658541,0.00101448551658541,0.06855088600013914,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0,0.0,0.0,35.42294007700002,0.0,0.0,0.0,0.0,,,1,0.0,0.0,0.0,0.0,0.0,3.141592653589793,0.0,-0.0,-3.1407810651598194,,,,
1.0669284999603406,1339.663050129,odom,idle,,1,,0.0,0.0,-0.0008120422254944692,0.044999188774805944,0.0,-0.6172871087524275,-0.6164750665269331,-3.109222173690796,-0.0010150527609512213,0.0010150527609512213,0.055264303000058135,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0,0.0,0.0,35.52333578599996,0.0,0.0,0.0,0.0,,,1,0.0,0.0,0.0,0.0,0.0,3.141592653589793,0.0,-0.0,-3.1407806113642986,,,,
1.0670271000126377,1339.782145189,odom,idle,,1,,0.0,0.0,-0.000796446743749013,0.044999188774805944,0.0,-0.6172715132706821,-0.6164750665269331,-3.1092402935028076,-0.0009955584099516277,0.0009955584099516277,0.06628677499998048,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0,0.0,0.0,35.642850798999916,0.0,0.0,0.0,0.0,,,1,0.0,0.0,0.0,0.0,0.0,3.141592653589793,0.0,-0.0,-3.140796206846044,,,,
1.0671137999743223,1339.882623298,odom,idle,,1,,0.0,0.0,-0.000796446743749013,0.044999188774805944,0.0,-0.6172715132706821,-0.6164750665269331,-3.1092402935028076,-0.0009955584099516277,0.0009955584099516277,0.16657020399998146,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0,0.0,0.0,35.74314456100001,0.0,0.0,0.0,0.0,,,1,0.0,0.0,0.0,0.0,0.0,3.141592653589793,0.0,-0.0,-3.140796206846044,,,,
1.067195300012827,1340.002526889,odom,idle,,1,,0.0,0.0,-0.0008038171841082686,0.044999188774805944,0.0,-0.6172788837110413,-0.6164750665269331,-3.109224796295166,-0.0010047714598476892,0.0010047714598476892,0.09438411900009669,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0,0.0,0.0,35.862777325000025,0.0,0.0,0.0,0.0,,,1,0.0,0.0,0.0,0.0,0.0,3.141592653589793,0.0,-0.0,-3.140788836405685,,,,
1.0672786000650376,1340.103362732,odom,idle,,1,,0.0,0.0,-0.000797473833167639,0.044999188774805944,0.0,-0.6172725403601007,-0.6164750665269331,-3.109238862991333,-0.0009968422716483479,0.0009968422716483479,0.0158231010000236,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0,0.0,0.0,35.96340426400002,0.0,0.0,0.0,0.0,,,1,0.0,0.0,0.0,0.0,0.0,3.141592653589793,0.0,-0.0,-3.1407951797566254,,,,
1.0673661000328138,1340.223494873,odom,idle,,1,,0.0,0.0,-0.0007986425544066478,0.044999188774805944,0.0,-0.6172737090813397,-0.6164750665269331,-3.109236717224121,-0.0009983031731098896,0.0009983031731098896,0.030161606000092434,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0,0.0,0.0,36.083168859000125,0.0,0.0,0.0,0.0,,,1,0.0,0.0,0.0,0.0,0.0,3.141592653589793,0.0,-0.0,-3.1407940110353865,,,,
1.0674439000431448,1340.342414839,odom,idle,,1,,0.0,0.0,-0.0008110121580764407,0.044999188774805944,0.0,-0.6172860786850095,-0.6164750665269331,-3.109227418899536,-0.0010137651767581706,0.0010137651767581706,0.0346276160000798,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0,0.0,0.0,36.20291049100001,0.0,0.0,0.0,0.0,,,1,0.0,0.0,0.0,0.0,0.0,3.141592653589793,0.0,-0.0,-3.1407816414317167,,,,
1.0675201000412926,1340.442624436,odom,idle,,1,,0.0,0.0,-0.0008451563234034287,0.044999188774805944,0.0,-0.6173202228503365,-0.6164750665269331,-3.1091926097869873,-0.001056445380672813,0.001056445380672813,0.054296740000154387,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0,0.0,0.0,36.30304681200005,0.0,0.0,0.0,0.0,,,1,0.0,0.0,0.0,0.0,0.0,3.141592653589793,0.0,-0.0,-3.1407474972663896,,,,
1.0675979000516236,1340.562968851,odom,idle,,1,,0.0,0.0,-0.0008385518288102078,0.044999188774805944,0.0,-0.6173136183557433,-0.6164750665269331,-3.109217643737793,-0.0010481897629797464,0.0010481897629797464,0.05424207400005798,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0,0.0,0.0,36.42331589500009,0.0,0.0,0.0,0.0,,,1,0.0,0.0,0.0,0.0,0.0,3.141592653589793,0.0,-0.0,-3.140754101760983,,,,
