local_t,bridge_t,event_type,mission_state,event_message,x_m,y_m,yaw_rad,raw_x_m,raw_y_m,raw_yaw_rad,encoder_yaw_rad,pixhawk_yaw_rad,pixhawk_yaw_ros_rad,pixhawk_gyro_yaw_rad,pixhawk_age_s,yaw_source,use_pixhawk_yaw,pixhawk_weight,encoder_weight,pixhawk_yaw_mode,pixhawk_yaw_sign,linear_x_mps,angular_z_radps
1.1737773000495508,6884.619868188,odom,timeout,,0.4669659150146014,-0.00021504742771186192,-0.018825807809947248,0.4470239182616549,-0.858233269260172,-1.182963615793905,-1.1840833045011658,-2.8313496112823486,-0.022411267467774464,0.022411267467774464,0.1449057999998331,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0
1.1738723000744358,6884.720118793,odom,timeout,,0.4669659150146014,-0.00021504742771186192,-0.01876870037423428,0.4470239182616549,-0.858233269260172,-1.182906508358192,-1.1840833045011658,-2.831404685974121,-0.022339883175678563,0.022339883175678563,0.07186978700065083,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0
1.173906599986367,6884.820318694,odom,timeout,,0.4669659150146014,-0.00021504742771186192,-0.01871642203886803,0.4470239182616549,-0.858233269260172,-1.1828542300228257,-1.1840833045011658,-2.8314712047576904,-0.02227453525923194,0.02227453525923194,0.043978323000374075,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0
1.1739355999743566,6884.920350447,odom,timeout,,0.4669659150146014,-0.00021504742771186192,-0.01871642203886803,0.4470239182616549,-0.858233269260172,-1.1828542300228257,-1.1840833045011658,-2.8314712047576904,-0.02227453525923194,0.02227453525923194,0.14432585400027165,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0
1.1739657999714836,6885.040830977,odom,timeout,,0.4669659150146014,-0.00021504742771186192,-0.01866300583029923,0.4470239182616549,-0.858233269260172,-1.182800813814257,-1.1840833045011658,-2.83151912689209,-0.022207765001803652,0.022207765001803652,0.08700521800074057,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0
1.173992200056091,6885.161303137,odom,timeout,,0.4669659150146014,-0.00021504742771186192,-0.018612258138572813,0.4470239182616549,-0.858233269260172,-1.1827500661225305,-1.1840833045011658,-2.8315606117248535,-0.022144330390729026,0.022144330390729026,0.09316962299999432,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0
1.1740169000113383,6885.282274854,odom,timeout,,0.4669659150146014,-0.00021504742771186192,-0.018568738436233412,0.4470239182616549,-0.858233269260172,-1.1827065464201911,-1.1840833045011658,-2.831585645675659,-0.02208993076626213,0.02208993076626213,0.02574142200046481,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0
1.1740476000122726,6885.400363951,odom,timeout,,0.4669659150146014,-0.00021504742771186192,-0.01853009414504614,0.4470239182616549,-0.858233269260172,-1.1826679021290039,-1.1840833045011658,-2.8316147327423096,-0.022041625405661777,0.022041625405661777,0.028452540999751363,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0
1.1740719000808895,6885.500679446,odom,timeout,,0.4669659150146014,-0.00021504742771186192,-0.01853009414504614,0.4470239182616549,-0.858233269260172,-1.1826679021290039,-1.1840833045011658,-2.8316147327423096,-0.022041625405661777,0.022041625405661777,0.12848545999986527,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0
2.0641825000056997,6885.619504694,odom,timeout,,0.4669659150146014,-0.00021504742771186192,-0.01850787405334664,0.4470239182616549,-0.858233269260172,-1.1826456820373044,-1.1840833045011658,-2.831636428833008,-0.022013850293122247,0.022013850293122247,0.07039433900081349,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0
