local_t,bridge_t,event_type,mission_state,event_message,x_m,y_m,yaw_rad,raw_x_m,raw_y_m,raw_yaw_rad,encoder_yaw_rad,pixhawk_yaw_rad,pixhawk_yaw_ros_rad,pixhawk_gyro_yaw_rad,pixhawk_age_s,yaw_source,use_pixhawk_yaw,pixhawk_weight,encoder_weight,pixhawk_yaw_mode,pixhawk_yaw_sign,linear_x_mps,angular_z_radps
1.0835695000132546,6974.516390778,odom,timeout,,0.9902883462726018,-0.029848745613666322,-0.061699786320032146,1.0504593664103599,-3.2773128098605557,-1.3717552897450918,-1.6479783537071349,-2.662993907928467,-0.15301873572217295,0.15301873572217295,0.08236833999944793,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0
1.0836247999686748,6974.616786751,odom,timeout,,0.9902883462726018,-0.029848745613666322,-0.06180762463920475,1.0504593664103599,-3.2773128098605557,-1.3718631280642644,-1.6479783537071349,-2.662883758544922,-0.15315352863399306,0.15315352863399306,0.06904490600027202,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0
1.0836541999597102,6974.736805877,odom,timeout,,0.9902883462726018,-0.029848745613666322,-0.06180762463920475,1.0504593664103599,-3.2773128098605557,-1.3718631280642644,-1.6479783537071349,-2.662883758544922,-0.15315352863399306,0.15315352863399306,0.1890169620000961,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0
1.0836777000222355,6974.837184833,odom,timeout,,0.9902883462726018,-0.029848745613666322,-0.06186639101369562,1.0504593664103599,-3.2773128098605557,-1.3719218944387552,-1.6479783537071349,-2.662813901901245,-0.153226983861532,0.153226983861532,0.0957248470003833,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0
1.0836995999561623,6974.956481888,odom,timeout,,0.9902883462726018,-0.029848745613666322,-0.061941763791308224,1.0504593664103599,-3.2773128098605557,-1.3719972672163678,-1.6479783537071349,-2.662726402282715,-0.15332119629485527,0.15332119629485527,0.10995546800040756,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0
1.0837204999988899,6975.057271737,odom,timeout,,0.9902883462726018,-0.029848745613666322,-0.0620034655001922,1.0504593664103599,-3.2773128098605557,-1.3720589689252518,-1.6479783537071349,-2.662658214569092,-0.15339832051424304,0.15339832051424304,0.09402151999984198,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0
1.0837398000294343,6975.17590335,odom,timeout,,0.9902883462726018,-0.029848745613666322,-0.06204456669873837,1.0504593664103599,-3.2773128098605557,-1.372100070123798,-1.6479783537071349,-2.662625312805176,-0.1534496950595639,0.1534496950595639,0.035401304000515665,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0
1.0837595999473706,6975.29682931,odom,timeout,,0.9902883462726018,-0.029848745613666322,-0.06209825968941329,1.0504593664103599,-3.2773128098605557,-1.372153763114473,-1.6479783537071349,-2.662571907043457,-0.153516808734741,0.153516808734741,0.11285395599952608,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0
1.083778899977915,6975.416489686,odom,timeout,,0.9902883462726018,-0.029848745613666322,-0.06213272282845894,1.0504593664103599,-3.2773128098605557,-1.3721882262535186,-1.6479783537071349,-2.662541151046753,-0.15355988600617268,0.15355988600617268,0.08126762499978213,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0
1.0838011000305414,6975.516533942,odom,timeout,,0.9902883462726018,-0.029848745613666322,-0.06221327609981686,1.0504593664103599,-3.2773128098605557,-1.3722687795248765,-1.6479783537071349,-2.662458658218384,-0.15366057371115305,0.15366057371115305,0.07317241900000226,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0
1.9846836000215262,6975.636909261,odom,timeout,,0.0,0.0,-6.073370576609172e-05,1.0504593664103599,-3.2773128098605557,-1.3723295132306426,-1.6479783537071349,-2.662390947341919,-0.15373649084335186,0.15373649084335186,0.07607411400022102,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0
1.9847518999595195,6975.755678115,odom,timeout,,0.0,0.0,-0.00013643941738195053,1.0504593664103599,-3.2773128098605557,-1.3724052189422584,-1.6479783537071349,-2.6623306274414062,-0.15383112298278132,0.15383112298278132,0.008572742000069411,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0
1.9847776000387967,6975.856684498,odom,timeout,,0.0,0.0,-0.00013643941738195053,1.0504593664103599,-3.2773128098605557,-1.3724052189422584,-1.6479783537071349,-2.6623306274414062,-0.15383112298278132,0.15383112298278132,0.10900676399978693,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0
1.9847994999727234,6975.975868135,odom,timeout,,0.0,0.0,-0.00016494565992664079,1.0504593664103599,-3.2773128098605557,-1.372433725184803,-1.6479783537071349,-2.6623077392578125,-0.15386675578588613,0.15386675578588613,0.1172418470005141,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0
1.9848194000078365,6976.077272227,odom,timeout,,0.0,0.0,-0.00020937496228889962,1.0504593664103599,-3.2773128098605557,-1.3724781544871654,-1.6479783537071349,-2.66225528717041,-0.1539222924136556,0.1539222924136556,0.0440704270004062,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0
1.9848386000376195,6976.196581787,odom,timeout,,0.0,0.0,-0.0003151241163257268,1.0504593664103599,-3.2773128098605557,-1.3725839036412022,-1.6479783537071349,-2.6621413230895996,-0.15405447885533788,0.15405447885533788,0.004819744999622344,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0
1.9848585999570787,6976.297076818,odom,timeout,,0.0,0.0,-0.0003151241163257268,1.0504593664103599,-3.2773128098605557,-1.3725839036412022,-1.6479783537071349,-2.6621413230895996,-0.15405447885533788,0.15405447885533788,0.10504305699942051,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0
1.9848876999458298,6976.417127828,odom,timeout,,0.0,0.0,-0.00034594905878360116,1.0504593664103599,-3.2773128098605557,-1.37261472858366,-1.6479783537071349,-2.6621267795562744,-0.1540930100330151,0.1540930100330151,0.07368998099991586,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0
3.026248799986206,6976.521831653,odom,timeout,,0.0,0.0,-0.00041533813551453136,1.0504593664103599,-3.2773128098605557,-1.372684117660391,-1.6479783537071349,-2.6620593070983887,-0.15417974637774745,0.15417974637774745,0.05054136200033099,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0
3.026302499929443,6976.653454185,odom,timeout,,0.0,0.0,-0.00045610979942978247,1.0504593664103599,-3.2773128098605557,-1.3727248893243063,-1.6479783537071349,-2.6620216369628906,-0.15423071095673363,0.15423071095673363,0.06662954399962473,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0
3.026321699959226,6976.775212208,odom,timeout,,0.0,0.0,-0.000529020109929057,1.0504593664103599,-3.2773128098605557,-1.3727977996348055,-1.6479783537071349,-2.661951780319214,-0.154321848842781,0.154321848842781,0.016741647999879206,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0
3.026339099975303,6976.888541957,odom,timeout,,0.0,0.0,-0.0005445149338034749,1.0504593664103599,-3.2773128098605557,-1.37281329445868,-1.6479783537071349,-2.6619534492492676,-0.15434121737210077,0.15434121737210077,0.10910865999994712,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0
3.0263535999692976,6976.991745512,odom,timeout,,0.0,0.0,-0.0005822273301170355,1.0504593664103599,-3.2773128098605557,-1.3728510068549935,-1.6479783537071349,-2.6619107723236084,-0.15438835786608976,0.15438835786608976,0.05352306899931136,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0
3.026367099955678,6977.100939628,odom,timeout,,0.0,0.0,-0.0006333421793993654,1.0504593664103599,-3.2773128098605557,-1.3729021217042758,-1.6479783537071349,-2.6618711948394775,-0.15445225142547858,0.15445225142547858,0.06240647300001001,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0
3.0263803999405354,6977.219066506,odom,timeout,,0.0,0.0,-0.0006333421793993654,1.0504593664103599,-3.2773128098605557,-1.3729021217042758,-1.6479783537071349,-2.6618711948394775,-0.15445225142547858,0.15445225142547858,0.18042967399924237,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0
