t_bridge,mission_state,x_m,y_m,yaw_rad,raw_x_m,raw_y_m,raw_yaw_rad,encoder_yaw_rad,pixhawk_yaw_rad,pixhawk_yaw_ros_rad,pixhawk_gyro_yaw_rad,pixhawk_age_s,yaw_source,pixhawk_weight,encoder_weight,pixhawk_yaw_mode,pixhawk_yaw_sign,linear_x_mps,angular_z_radps,event_type,event_message
5658.840261438,done,0.0,0.0,-0.0015041801823262313,-6.054762903904738,-5.650525440360799,-0.7569370765694715,-0.7554328963871453,-3.0709986686706543,0.05395165634649911,-0.05395165634649911,0.11188299100012955,pixhawk_fused,0.8,0.2,gyro,-1.0,0.0,0.0,odom,
,navigating,0.0,0.0,-0.0015041801823262313,,,,,,,,,True,0.8,0.2,gyro,-1.0,,,mission_status,going to waypoint 1/4
5658.958322878,navigating,0.0,0.0,-0.0015615730702619457,-6.054762903904738,-5.650525440360799,-0.7569944694574072,-0.7554328963871453,-3.0709309577941895,0.05387991525238485,-0.05387991525238485,0.03777368699957151,pixhawk_fused,0.8,0.2,gyro,-1.0,0.0,0.0,odom,
5659.059355114,navigating,4.9521677293558696e-05,1.3384976295265137e-07,-0.0017777792201173481,-6.054726761602908,-5.650559295175172,-0.7572106756072626,-0.7561042608660578,-3.0708253383636475,0.05377749858895422,-0.05377749858895422,0.02485697399970377,pixhawk_fused,0.8,0.2,gyro,-1.0,0.0,0.0,odom,
5659.179849815,navigating,0.000297110679160802,1.5638987653539683e-07,-0.001100296884585017,-6.05454650759125,-5.650729026744524,-0.7565331932717303,-0.7527168407151136,-3.0708253383636475,0.05377749858895422,-0.05377749858895422,0.14527530699979252,pixhawk_fused,0.8,0.2,gyro,-1.0,0.010338516905903816,0.13589006662368774,odom,
5659.297620633,navigating,0.0031590841276200564,5.3538208183853296e-05,0.006417251553164083,-6.052426464215564,-5.652652346198859,-0.7490156448339812,-0.714844481680426,-3.0707502365112305,0.05370790078310401,-0.05370790078310401,0.08478950999960944,pixhawk_fused,0.8,0.2,gyro,-1.0,0.03584158420562744,0.403787761926651,odom,
5659.398304657,navigating,0.009118748849899995,0.0004445167661801903,0.023598546719968416,-6.0478199219734865,-5.656453692855868,-0.7318343496671769,-0.6559761355821024,-3.0805788040161133,0.06048292419878871,-0.06048292419878871,0.07062472200050252,pixhawk_fused,0.8,0.2,gyro,-1.0,0.07425304502248764,0.6394393444061279,odom,
5659.518214968,navigating,0.020924565266653834,0.0019635792711459304,0.11880647465996452,-6.03818410980717,-5.6634419670387794,-0.6366264217271808,-0.6039131305122728,3.1046032905578613,0.1664614007827464,-0.1664614007827464,0.06897289900007308,pixhawk_fused,0.8,0.2,gyro,-1.0,0.12839946150779724,0.2700304388999939,odom,
5659.640175775,navigating,0.03816631384633626,0.004594540992725996,0.14889330637367282,-6.023828753518371,-5.67334770272509,-0.6065395900134725,-0.6113288954557403,3.069491386413574,0.2059225098845187,-0.2059225098845187,0.012730551999993622,pixhawk_fused,0.8,0.2,gyro,-1.0,0.170286163687706,-0.2034773826599121,odom,
5659.758974693,navigating,0.05627465875217423,0.006940611252175571,0.11311283147590856,-6.009037859617649,-5.684054974016537,-0.6423200649112367,-0.6545418115531734,3.1068027019500732,0.17200007826654345,-0.17200007826654345,0.026007810000010068,pixhawk_fused,0.8,0.2,gyro,-1.0,0.15617190301418304,-0.4374676048755646,odom,
5659.859807749,navigating,0.06887393490490511,0.007937477304172727,0.10175402953507906,-5.9991824486554055,-5.6919673931323125,-0.6536788668520662,-0.7113655286464223,3.1068027019500732,0.17200007826654345,-0.17200007826654345,0.12677138699928037,pixhawk_fused,0.8,0.2,gyro,-1.0,0.12546828389167786,-0.5721584558486938,odom,
5659.978916936,navigating,0.08625860257878679,0.008188601782204118,0.004648634741386548,-5.98635467649078,-5.70370357628218,-0.7507842616457587,-0.7817390497170839,-3.0744545459747314,0.06821805459825428,-0.06821805459825428,0.04966450400024769,pixhawk_fused,0.8,0.2,gyro,-1.0,0.1628725677728653,-0.5776779055595398,odom,
5660.080947179,navigating,0.10348978178638138,0.007260110377559761,-0.05550692061307916,-5.974447389279085,-5.716193257800575,-0.8109398170002244,-0.8396309199936378,-3.014364004135132,0.007496814018172336,-0.007496814018172336,0.030056414000682707,pixhawk_fused,0.8,0.2,gyro,-1.0,0.18854407966136932,-0.3450142741203308,odom,
5660.197649344,navigating,0.12930688220088893,0.004699419106930683,-0.06082601836574175,-5.957408810202543,-5.735757680527778,-0.816258914752887,-0.8662422291588973,-3.014364004135132,0.007496814018172336,-0.007496814018172336,0.14696435000041674,pixhawk_fused,0.8,0.2,gyro,-1.0,0.23816925287246704,-0.03366134688258171,odom,
5660.297650703,navigating,0.15253335728028528,0.0021221992018449903,-0.0926780403510945,-5.94226747322332,-5.753557992927694,-0.8481109367382398,-0.8614509443213165,-2.976412773132324,-0.033511249745207715,0.033511249745207715,0.06740222400003404,pixhawk_fused,0.8,0.2,gyro,-1.0,0.2519018054008484,0.13514333963394165,odom,
5660.397978422,navigating,0.17600556263519512,-0.00022547823574710357,-0.09950118500920546,-5.926789875587833,-5.771359677820085,-0.8549340813963507,-0.839844475627545,-2.9636759757995605,-0.047441570797878196,0.047441570797878196,0.0489823020006952,pixhawk_fused,0.8,0.2,gyro,-1.0,0.24375216662883759,0.3035266399383545,odom,
5660.518456476,navigating,0.20362801763340724,-0.002060623142148929,-0.07203574369117427,-5.907939606444886,-5.79163367915663,-0.8274686400783196,-0.795868693423128,-2.982386827468872,-0.024102616349178246,0.024102616349178246,0.10414681100064627,pixhawk_fused,0.8,0.2,gyro,-1.0,0.2391691356897354,0.3718299865722656,odom,
5660.636944514,navigating,0.2307953624221829,-0.0026778439017118294,-0.003959093740519393,-5.888585632563781,-5.8107090370654015,-0.7593919901276647,-0.7552497748724317,-3.059175491333008,0.05083723666338355,-0.05083723666338355,0.002411114999631536,pixhawk_fused,0.8,0.2,gyro,-1.0,0.2352248877286911,0.2378315031528473,odom,
5660.742114962,navigating,0.253352607519605,-0.002359095824482821,0.0018569096976367439,-5.8719459912998415,-5.8259423310404195,-0.7535759866895085,-0.7261665513266437,-3.059175491333008,0.05083723666338355,-0.05083723666338355,0.1066197390000525,pixhawk_fused,0.8,0.2,gyro,-1.0,0.23186977207660675,0.2285781353712082,odom,
5660.859622473,navigating,0.2812052280380597,-0.0013851057454359328,0.03014210607670642,-5.8510022136357165,-5.84432915522446,-0.7252907903104389,-0.7106331000329157,-3.0901384353637695,0.08230968796281249,-0.08230968796281249,0.047438198999770975,pixhawk_fused,0.8,0.2,gyro,-1.0,0.24570536613464355,0.20184791088104248,odom,
5660.978377003,navigating,0.3082501433339916,-7.264614734889263e-05,0.04964321490005985,-5.830414369019992,-5.861915816295838,-0.7057896814870854,-0.7066047898476233,-3.112431764602661,0.10567887341050536,-0.10567887341050536,0.0408223940003154,pixhawk_fused,0.8,0.2,gyro,-1.0,0.22949020564556122,-0.10167752206325531,odom,
5661.097869123,navigating,0.33500836379265064,0.001090468213310214,0.04653659619080153,-5.810137622698498,-5.8794146378488445,-0.7088963001963438,-0.7221382461147356,-3.112431764602661,0.10567887341050536,-0.10567887341050536,0.16038762200059864,pixhawk_fused,0.8,0.2,gyro,-1.0,0.23302415013313293,-0.16829022765159607,odom,
5661.198092901,navigating,0.35756244437857454,0.0016167675066150744,0.035465808802061516,-5.793357987202154,-5.894494670164205,-0.7199670875850838,-0.7471626309916138,-3.103548765182495,0.09809579041419655,-0.09809579041419655,0.08322794399919076,pixhawk_fused,0.8,0.2,gyro,-1.0,0.2380981296300888,-0.23555946350097656,odom,
5661.318276093,navigating,0.38476523736983814,0.0015451204011206199,-0.0032412643275504527,-5.773604160513464,-5.913197167617391,-0.7586741607146957,-0.7721870739137896,-3.0620474815368652,0.05596874902961879,-0.05596874902961879,0.08941368900013913,pixhawk_fused,0.8,0.2,gyro,-1.0,0.23927100002765656,-0.10152992606163025,odom,
5661.439793153,navigating,0.412722333301192,0.000897430909762964,-0.02328871275604949,-5.753696157170132,-5.932836162435712,-0.7787216091431948,-0.7816169446426272,-3.036294460296631,0.03326700161216884,-0.03326700161216884,0.014499740999781352,pixhawk_fused,0.8,0.2,gyro,-1.0,0.2450965940952301,0.10173351317644119,odom,
5661.558870229,navigating,0.4407816213989214,0.00014990846958462534,-0.025858208452773868,-5.73378220635941,-5.952617896471385,-0.7812911048399191,-0.7809456027445245,-3.0344951152801514,0.029887297466454202,-0.029887297466454202,0.03164101499987737,pixhawk_fused,0.8,0.2,gyro,-1.0,0.24577872455120087,0.0,odom,
5661.6793828,navigating,0.46967593226735327,-0.00045661332392579745,-0.021276799276216174,-5.713163709411754,-5.9728694804308455,-0.7767096956633615,-0.7680977322046544,-3.0369622707366943,0.03240211625030368,-0.03240211625030368,0.0315919059994485,pixhawk_fused,0.8,0.2,gyro,-1.0,0.2481493353843689,0.13590365648269653,odom,
5661.780926781,navigating,0.4932771688771169,-0.0006698367131055538,-0.01979370239325462,-5.696128790315145,-5.98920580085791,-0.7752265987803999,-0.7606818668211808,-3.0369622707366943,0.03240211625030368,-0.03240211625030368,0.13334080599997833,pixhawk_fused,0.8,0.2,gyro,-1.0,0.23854246735572815,7.272088987519965e-05,odom,
5661.897795718,navigating,0.5179850564381973,-0.0007822421458439921,-0.009755240347554928,-5.678219136014756,-6.006227452527265,-0.7651881367347002,-0.7593696623006003,-3.049565553665161,0.04462203018000453,-0.04462203018000453,0.0319586169998729,pixhawk_fused,0.8,0.2,gyro,-1.0,0.18953931331634521,0.06733280420303345,odom,
