local_t,bridge_t,event_type,mission_state,event_message,x_m,y_m,yaw_rad,raw_x_m,raw_y_m,raw_yaw_rad,encoder_yaw_rad,pixhawk_yaw_rad,pixhawk_yaw_ros_rad,pixhawk_gyro_yaw_rad,pixhawk_age_s,yaw_source,use_pixhawk_yaw,pixhawk_weight,encoder_weight,pixhawk_yaw_mode,pixhawk_yaw_sign,linear_x_mps,angular_z_radps
1.00467029993888,6913.399837096,odom,timeout,,0.5192387247958837,-0.033032842757821895,-0.15208970017671808,0.6131207220324564,-1.3512970316737591,-1.3344265294071693,-1.6128240438209183,-2.7482540607452393,2.7482540607452393,0.11513139974605294,0.04128913200020179,pixhawk_fused,True,0.8,0.2,attitude,-1.0,0.0,0.0
1.004728899919428,6913.500150649,odom,timeout,,0.5192387247958837,-0.033032842757821895,-0.15208739486422806,0.6131207220324564,-1.3512970316737591,-1.3344242240946793,-1.6128240438209183,-2.7482569217681885,2.7482569217681885,0.11512456111051143,0.03326195899990125,pixhawk_fused,True,0.8,0.2,attitude,-1.0,0.0,0.0
1.0047556000063196,6913.619837381,odom,timeout,,0.5192387247958837,-0.033032842757821895,-0.15208739486422806,0.6131207220324564,-1.3512970316737591,-1.3344242240946793,-1.6128240438209183,-2.7482569217681885,2.7482569217681885,0.11512456111051143,0.1529743929995675,pixhawk_fused,True,0.8,0.2,attitude,-1.0,0.0,0.0
1.0047765999333933,6913.719993911,odom,timeout,,0.5192387247958837,-0.033032842757821895,-0.15208835541113253,0.6131207220324564,-1.3512970316737591,-1.3344251846415838,-1.6128240438209183,-2.748255729675293,2.748255729675293,0.11512585192359985,0.05224372900011076,pixhawk_fused,True,0.8,0.2,attitude,-1.0,0.0,0.0
1.0047958999639377,6913.839782708,odom,timeout,,0.5192387247958837,-0.033032842757821895,-0.152047820290099,0.6131207220324564,-1.3512970316737591,-1.3343846495205502,-1.6128240438209183,-2.7483060359954834,2.7483060359954834,0.11509572078008207,0.07187969999995403,pixhawk_fused,True,0.8,0.2,attitude,-1.0,0.0,0.0
1.004814499989152,6913.960635596,odom,timeout,,0.5192387247958837,-0.033032842757821895,-0.15207817361150688,0.6131207220324564,-1.3512970316737591,-1.3344150028419581,-1.6128240438209183,-2.7482683658599854,2.7482683658599854,0.11511600489355625,0.015295413999410812,pixhawk_fused,True,0.8,0.2,attitude,-1.0,0.0,0.0
1.0048322000075132,6914.078821573,odom,timeout,,0.5192387247958837,-0.033032842757821895,-0.15203917534802924,0.6131207220324564,-1.3512970316737591,-1.3343760045784805,-1.6128240438209183,-2.748316764831543,2.748316764831543,0.11508708272408695,0.0267618539992327,pixhawk_fused,True,0.8,0.2,attitude,-1.0,0.0,0.0
1.0048522999277338,6914.181595469,odom,timeout,,0.5192387247958837,-0.033032842757821895,-0.15203917534802924,0.6131207220324564,-1.3512970316737591,-1.3343760045784805,-1.6128240438209183,-2.748316764831543,2.748316764831543,0.11508708272408695,0.12914291499964747,pixhawk_fused,True,0.8,0.2,attitude,-1.0,0.0,0.0
1.0048696999438107,6914.299683604,odom,timeout,,0.5192387247958837,-0.033032842757821895,-0.15205780999609964,0.6131207220324564,-1.3512970316737591,-1.3343946392265509,-1.6128240438209183,-2.74829363822937,2.74829363822937,0.1151095484327525,0.05121673699977691,pixhawk_fused,True,0.8,0.2,attitude,-1.0,0.0,0.0
1.8238289000000805,6914.420657315,odom,timeout,,0.0,0.0,2.3237549513943634e-05,0.6131207220324564,-1.3512970316737591,-1.334371401677037,-1.6128240438209183,-2.7483222484588623,-0.11508050149586053,0.11508050149586053,0.05200498100020923,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0
