t_bridge,mission_state,x_m,y_m,yaw_rad,raw_x_m,raw_y_m,raw_yaw_rad,linear_x_mps,angular_z_radps
11336.833397183,turning,0.9838160650875539,0.6020523781105253,-3.116198909963859,-2.866056203842163,-1.369768500328064,0.7788251756654145,0.0,0.0
11336.95331939,turning,0.9838160650875539,0.6020523781105253,-3.116198909963859,-2.866056203842163,-1.369768500328064,0.7788251756654145,0.0,0.0
11337.073621484,turning,0.9838160650875539,0.6020523781105253,-3.116198909963859,-2.866056203842163,-1.369768500328064,0.7788251756654145,0.0,0.0
11337.173711433,turning,0.9838160650875539,0.6020523781105253,-3.116198909963859,-2.866056203842163,-1.369768500328064,0.7788251756654145,0.0,0.0
11337.292793718,turning,0.9838160650875539,0.6020523781105253,-3.116198909963859,-2.866056203842163,-1.369768500328064,0.7788251756654145,0.0,0.0
11337.392910631,turning,0.983196639008662,0.6020356907970124,-3.1080545391679206,-2.8656158447265625,-1.3693325519561768,0.7869695464613532,0.007718219421803951,0.10144872963428497
11337.493554411,turning,0.9809817141658868,0.6019350918774462,-3.077544562340991,-2.8640692234039307,-1.3677438497543335,0.8174795232882823,0.029570309445261955,0.3886738717556
11337.593888156,turning,0.9774950085308027,0.6016440423008574,-3.0247605568491256,-2.861725330352783,-1.3651461601257324,0.8702635287801481,0.03725045546889305,0.6854597926139832
11337.713504085,turning,0.9740982538972698,0.6010983046051322,-2.9038042067870977,-2.859621286392212,-1.3624242544174194,0.9912198788421761,0.025859283283352852,1.2236253023147583
11337.83398301,turning,0.9713450494746096,0.6002447386792795,-2.7426178588801617,-2.8581972122192383,-1.3599181175231934,1.1524062267491118,0.02483411505818367,1.3708375692367554
11337.954862544,turning,0.9694240633751938,0.5992677499796031,-2.5491937816120873,-2.857464551925659,-1.357891321182251,1.3458303040171864,0.016493428498506546,1.6414151191711426
11338.073952031,turning,0.9683369294546452,0.5984116300795269,-2.3392861183249978,-2.85725736618042,-1.3565231561660767,1.555737967304276,0.010255581699311733,1.8197989463806152
11338.174633014,turning,0.9677439964043799,0.5976983247460576,-2.1508363180797234,-2.8573129177093506,-1.3555972576141357,1.7441877675495505,0.009875686839222908,1.8172926902770996
11338.274696221,turning,0.9674672472182536,0.5972063938654915,-1.9661897250165374,-2.857447624206543,-1.3550491333007812,1.928834360612736,0.004929093178361654,1.8140720129013062
11338.376648105,turning,0.9676228123983758,0.5976980760511388,-1.8106416747987568,-2.857224702835083,-1.3555141687393188,2.084382410830517,-0.00947340577840805,1.3697088956832886
11338.4941616,turning,0.9680140524526408,0.5999872584640362,-1.6870797330574714,-2.8559439182281494,-1.3574514389038086,2.2079443525718023,-0.02730751410126686,0.8157535791397095
11338.613298624,turning,0.9683559988285643,0.6036175061842431,-1.6337617151232635,-2.8537096977233887,-1.3603330850601196,2.2612623705060106,-0.020517291501164436,0.3371005654335022
11338.71356157,turning,0.9684136001781496,0.6045933536575375,-1.6128266583818576,-2.853084087371826,-1.361084222793579,2.2821974272474157,0.007682878989726305,0.2356298416852951
11338.814508957,turning,0.9684033906489179,0.6043350409586432,-1.5972170212096888,-2.8532533645629883,-1.3608888387680054,2.2978070644195854,-0.0028699201066046953,0.11317561566829681
11338.936282282,turning,0.968417902278154,0.6049520068974635,-1.5891030552320418,-2.852841854095459,-1.3613487482070923,2.305921030397232,-0.007681349292397499,0.10096410661935806
11339.054119792,turning,0.9684291795374782,0.6058784697430573,-1.5755647277182785,-2.8522162437438965,-1.362032175064087,2.319459357910995,-0.008027687668800354,0.10551639646291733
11339.174115847,turning,0.9684303493775095,0.6062902393314846,-1.5701478465248009,-2.851935386657715,-1.3623332977294922,2.3248762391044733,-0.002584499539807439,0.03397081419825554
11339.29292263,turning,0.968430077874753,0.6064464223735282,-1.5680993228300633,-2.8518283367156982,-1.3624470233917236,2.3269247627992105,0.0,0.0
11339.392977152,turning,0.968430077874753,0.6064464223735282,-1.5680993228300633,-2.8518283367156982,-1.3624470233917236,2.3269247627992105,0.0,0.0
11339.513599222,navigating,0.968430077874753,0.6064464223735282,-1.5680993228300633,-2.8518283367156982,-1.3624470233917236,2.3269247627992105,0.0,0.0
11339.63527964,navigating,0.968430077874753,0.6064464223735282,-1.5680993228300633,-2.8518283367156982,-1.3624470233917236,2.3269247627992105,0.0,0.0
11339.752955593,navigating,0.9684837160745255,0.6028991613862151,-1.5363382220388448,-2.8542943000793457,-1.3598965406417847,2.358685863590429,0.06690796464681625,0.6088445782661438
11339.853134113,navigating,0.9690757527976885,0.5946312452504401,-1.4475701393213356,-2.860382556915283,-1.354271411895752,2.447453946307938,0.09546396881341934,0.9834672212600708
11339.973729349,navigating,0.9716268173889587,0.5793620938138224,-1.3658173542064915,-2.8726894855499268,-1.344880223274231,2.529206731422782,0.15249599516391754,0.5095503330230713
11340.073804017,navigating,0.9751647863819066,0.5631858328290718,-1.3495286855972557,-2.8863368034362793,-1.3355026245117188,2.545495400032018,0.15435880422592163,-0.11066728830337524
11340.193551146,navigating,0.9789706505012685,0.5462803603072129,-1.3577226322848333,-2.9006783962249756,-1.32577645778656,2.537301453344441,0.12139656394720078,-0.22794905304908752
11340.294523828,navigating,0.9813461508274338,0.5348003283406967,-1.380694711613847,-2.9102649688720703,-1.3190287351608276,2.5143293740154267,0.1133311316370964,-0.19429968297481537
11340.414913972,navigating,0.9832995731169367,0.523311522181144,-1.4326165817888494,-2.9195497035980225,-1.3119858503341675,2.462407503840424,0.08746878802776337,-0.4734037518501282
11340.533703995,navigating,0.9846081620367162,0.5113530867439933,-1.497561753033974,-2.928685426712036,-1.3041592836380005,2.3974623325952993,0.10548762232065201,-0.5749049186706543
11340.653172976,navigating,0.9854534587640416,0.49316876952510913,-1.554385487228716,-2.9417426586151123,-1.2914749383926392,2.3406385984005578,0.20474427938461304,-0.40367570519447327
11340.774842076,navigating,0.9855022942499003,0.4644846077993583,-1.5848497751229331,-2.961402416229248,-1.270587682723999,2.3101743105063406,0.26881495118141174,-0.2038453221321106
11340.893801781,navigating,0.984726337874118,0.43156414760310535,-1.604487727907479,-2.983358860015869,-1.2460464239120483,2.2905363577217943,0.28045499324798584,-0.1631113886833191
11341.014231128,navigating,0.9835095659187718,0.398474495825935,-1.6078371186100018,-3.0051095485687256,-1.2210801839828491,2.2871869670192724,0.2829803228378296,0.06772048771381378
11341.115292456,navigating,0.9825332460391614,0.3695279030039464,-1.5962899822212577,-3.0242011547088623,-1.1993001699447632,2.298734103408016,0.28383636474609375,0.18653811514377594
11341.233235111,navigating,0.9819956887955267,0.3355373264822607,-1.571986481944105,-3.0470635890960693,-1.174141526222229,2.3230376036851683,0.28703802824020386,0.23792707920074463
11341.353197256,navigating,0.982341314361636,0.3011957295309181,-1.5475877044183193,-3.070810317993164,-1.1493310928344727,2.347436381210954,0.27972784638404846,0.16561979055404663
11341.454306732,navigating,0.9831367760487618,0.2738832292833027,-1.5321496360239326,-3.090076208114624,-1.1299550533294678,2.362874449605341,0.2739473581314087,0.16817127168178558
11341.554692008,navigating,0.9843461573971717,0.2463282560739331,-1.517268562653192,-3.1098098754882812,-1.1106853485107422,2.3777555229760816,0.2796068787574768,0.18551398813724518
11341.654940007,navigating,0.9859525401120692,0.21834514965494672,-1.5084489300827064,-3.1301259994506836,-1.0913749933242798,2.3865751555465673,0.277484655380249,0.06521763652563095
11341.773640693,navigating,0.9881276760936514,0.18477917177534903,-1.506457702187105,-3.1546764373779297,-1.068381905555725,2.3885663834421687,0.28215494751930237,0.0
11341.874164486,navigating,0.9898655627207495,0.1568665592513419,-1.514571564236725,-3.1750402450561523,-1.04921293258667,2.3804525213925483,0.2830580174922943,-0.13529203832149506
11341.99394076,navigating,0.991474485705685,0.1235741118244188,-1.5294831595771319,-3.1989905834198,-1.0260319709777832,2.365540926052142,0.2792293429374695,-0.032479748129844666
11342.113428331,navigating,0.9927576565765698,0.09081049701593291,-1.5328592436308677,-3.222341537475586,-1.0030138492584229,2.362164841998406,0.2791307270526886,-0.03365977853536606
11342.21484549,navigating,0.9937639760801191,0.06401969990377926,-1.5348924927064704,-3.2414042949676514,-0.9841625690460205,2.3601315929228033,0.2623276710510254,0.0
11342.333113642,navigating,0.9946874686553966,0.034702560257368786,-1.54706897743357,-3.2621350288391113,-0.9634120464324951,2.3479551081957033,0.21350540220737457,-0.10143347829580307
11342.435140724,turning,0.9949543508625629,0.013866077623936213,-1.5728143210313306,-3.2765848636627197,-0.9483976364135742,2.3222097645979427,0.18872952461242676,-0.1306212842464447
11342.553147469,turning,0.9947860895665228,-0.003491469785284418,-1.5957749349938215,-3.288337230682373,-0.9356228709220886,2.299249150635452,0.11563453823328018,-0.3715328574180603
11342.67351485,turning,0.9943540887875375,-0.012940293185749907,-1.6647142406733115,-3.2944865226745605,-0.9284358620643616,2.230309844955962,0.05635232850909233,-0.7406982779502869
11342.795533982,turning,0.9938172148882982,-0.017445358764001384,-1.7243532275357953,-3.2971770763397217,-0.9247828125953674,2.1706708580934784,0.02826022356748581,-0.37145403027534485
11342.91323682,turning,0.9932948167241168,-0.02048178453753502,-1.7648537946360214,-3.2988734245300293,-0.9222108125686646,2.130170290993252,0.025617245584726334,-0.33671456575393677
11343.014511571,turning,0.9927855507124617,-0.022906896880775796,-1.7974236213179502,-3.300161123275757,-0.9200936555862427,2.0976004643113235,0.033527761697769165,-0.44069087505340576
11343.133619976,turning,0.9915602697334893,-0.027639842171949536,-1.86169372828593,-3.3025054931640625,-0.9158034324645996,2.033330357343343,0.047065336257219315,-0.618629515171051
11343.233687121,turning,0.9900254280005011,-0.03232259652202418,-1.9264786947137615,-3.3045897483825684,-0.9113380312919617,1.9685453909155126,0.053701791912317276,-0.7058594822883606
11343.353147988,turning,0.9872559969501222,-0.0389641244686057,-2.0210908762756388,-3.3071136474609375,-0.9045993685722351,1.8739332093536352,0.06147526949644089,-0.8080345392227173
11343.453968648,turning,0.9840242622395747,-0.045072541870444405,-2.1119530475987203,-3.3089356422424316,-0.8979332447052002,1.7830710380305534,0.07164342701435089,-0.9416853785514832
11343.57484623,turning,0.9793925443061249,-0.05203569788401158,-2.2219270278979364,-3.31032133102417,-0.8896859288215637,1.6730970577313373,0.07161419838666916,-0.9413012266159058
11343.693966171,turning,0.97378537031296,-0.05870821749719235,-2.3365472165227548,-3.3107967376708984,-0.8809832334518433,1.558476869106519,0.07181928306818008,-0.9439968466758728
11343.813432517,turning,0.9676818696674949,-0.06449707231900753,-2.4471659089452054,-3.310305595397949,-0.8725854754447937,1.4478581766840686,0.07207302749156952,-0.9473320841789246
11343.913438643,turning,0.9629686276962381,-0.06807477365208114,-2.5642197463814944,-3.3093156814575195,-0.8667515516281128,1.3308043392477793,0.06417477875947952,-1.1246893405914307
11344.013940156,turning,0.959760907779884,-0.06993109017077742,-2.7076561985159833,-3.30824613571167,-0.8632031083106995,1.1873678871132902,0.0334155447781086,-1.3852193355560303
11344.133993036,turning,0.9567241110680207,-0.07106259037189472,-2.899356245312377,-3.306805372238159,-0.8603002429008484,0.9956678403168967,0.027167264372110367,-1.590665340423584
11344.253516364,turning,0.9547006731803305,-0.07139396801991565,-3.1057847615086085,-3.305556297302246,-0.8586742281913757,0.7892393241206651,0.007671424653381109,-1.781394362449646
11344.374390833,turning,0.9529533091904228,-0.07130592384737677,2.961999870675501,-3.3042216300964355,-0.8575429916381836,0.5738386491251887,0.012904348783195019,-1.865770697593689
11344.476146228,turning,0.9513106457782113,-0.07086963632072096,2.77297971775731,-3.302725076675415,-0.8567373752593994,0.38481849620699726,0.02362859435379505,-1.8637031316757202
11344.593514399,turning,0.9501987932345162,-0.07033165842388411,2.546340897533578,-3.301546096801758,-0.8563690781593323,0.1581796759832652,0.0025613398756831884,-1.918986439704895
11344.714469478,turning,0.9494615418881227,-0.06976791260645115,2.309686621565036,-3.3006227016448975,-0.8562758564949036,-0.07847459998527649,-0.002562232781201601,-1.9870116710662842
11344.833513491,turning,0.9490728578989874,-0.06928735112593143,2.077028245816771,-3.3000104427337646,-0.8563604354858398,-0.31113297573354187,0.0025691441260278225,-1.8572933673858643
11344.933794503,turning,0.9487770826124962,-0.06863177160635309,1.9038409986162892,-3.2993462085723877,-0.8566362261772156,-0.48432022293402327,0.010242821648716927,-1.6155866384506226
11345.052819943,turning,0.9484537302044178,-0.06744347510494086,1.7468489741468525,-3.29829740524292,-0.8572816848754883,-0.6413122474034602,2.2945657747186488e-06,-1.211599349975586
11345.15382497,turning,0.9482218510053361,-0.06560669759410964,1.6588992920861219,-3.2968716621398926,-0.8584626913070679,-0.7292619294641907,0.03840292617678642,-0.5720729827880859
11345.273497462,turning,0.9480494022828938,-0.06319149338206398,1.6054763645615546,-3.295093536376953,-0.8601062297821045,-0.782684856988758,0.0051229409873485565,-0.6060259342193604
11345.373746326,turning,0.9480298037650994,-0.06226344559856184,1.5675239247403074,-3.2944443225860596,-0.8607696890830994,-0.8206372968100051,-7.705801294832781e-07,-0.4054807126522064
11345.494244833,turning,0.9480566681942879,-0.06169255421455433,1.5289630688231415,-3.2940733432769775,-0.8612044453620911,-0.8591981527271711,0.01234816387295723,-0.16230498254299164
11345.613501308,turning,0.9480588102958434,-0.06164217882355061,1.5282993051008764,-3.2940404415130615,-0.8612426519393921,-0.8598619164494361,0.0,0.0
11345.713523616,turning,0.9480588102958434,-0.06164217882355061,1.5282993051008764,-3.2940404415130615,-0.8612426519393921,-0.8598619164494361,0.0,0.0
11345.814119422,navigating,0.9480588102958434,-0.06164217882355061,1.5282993051008764,-3.2940404415130615,-0.8612426519393921,-0.8598619164494361,0.0,0.0
11345.934280114,navigating,0.9480654358359264,-0.06148805232363058,1.5303287060920245,-3.2939398288726807,-0.8613595962524414,-0.857832515458288,0.00771629111841321,0.10142338275909424
11346.052948572,navigating,0.9481474164606951,-0.05798579158714673,1.5682277314926882,-3.2916035652160645,-0.8639700412750244,-0.8199334900576243,0.04900947958230972,0.4407571256160736
11346.175180957,navigating,0.9479557692802456,-0.04669547163780019,1.5987472293449785,-3.2837395668029785,-0.8720734715461731,-0.7894139922053341,0.12378464639186859,0.06508135050535202
11346.293211659,navigating,0.9475160983079982,-0.029595362862926466,1.5885562421315835,-3.2717199325561523,-0.8842445611953735,-0.799604979418729,0.1602228730916977,-0.13586965203285217
11346.393613707,navigating,0.947376759962526,-0.013811593082906637,1.5627879604942532,-3.260819911956787,-0.8956610560417175,-0.8253732610560593,0.1551729291677475,-0.32204246520996094
11346.514048415,navigating,0.947874509884791,0.0068088543298871484,1.5236720580398901,-3.2470755577087402,-0.9110410213470459,-0.8644891635104224,0.17928117513656616,-0.3366978168487549
11346.635315509,navigating,0.9495817630576193,0.033370372951771976,1.4843444193922934,-3.2301487922668457,-0.9315815567970276,-0.9038168021580191,0.24580317735671997,-0.35898342728614807
11346.754775887,navigating,0.9525722045118865,0.06321133088887837,1.4560050687442652,-3.211914300918579,-0.9553918242454529,-0.9321561528060475,0.2550583481788635,-0.1693183034658432
11346.855342488,navigating,0.955830362180691,0.08995767778550728,1.4383144189369594,-3.1959922313690186,-0.9771282076835632,-0.949846802613353,0.2724897563457489,-0.195275217294693
11346.976889838,navigating,0.960379025360111,0.12258717450852419,1.423507651713681,-3.1769864559173584,-1.0040383338928223,-0.9646535698366315,0.2774259150028229,-0.2025834172964096
11347.094277209,navigating,0.9654535308227689,0.15671330179988907,1.4255618321430719,-3.1573402881622314,-1.0323997735977173,-0.9625993894072408,0.28052955865859985,0.0979817658662796
11347.214846341,navigating,0.9703383875199652,0.19122898842822433,1.4397907276359936,-3.13728928565979,-1.0609155893325806,-0.9483704939143189,0.2901342809200287,0.12512218952178955
11347.333715297,navigating,0.974439789318413,0.22426405347415418,1.45800011645809,-3.1176798343658447,-1.087815523147583,-0.9301611050922224,0.27526944875717163,0.16907282173633575
11347.453395397,navigating,0.9779923437374421,0.25735662742250964,1.4715404259651488,-3.097630739212036,-1.1143819093704224,-0.9166207955851637,0.27874791622161865,0.0678495541214943
11347.574941821,navigating,0.9812023409073349,0.29106048399650686,1.4844054572823928,-3.076913595199585,-1.1411597728729248,-0.9037557642679197,0.27490565180778503,0.23647892475128174
11347.692855873,navigating,0.9840628322979421,0.32488346453730665,1.490470853446944,-3.0558600425720215,-1.167785406112671,-0.8976903681033687,0.28161144256591797,0.03395885229110718
11347.793530138,navigating,0.9862368364382823,0.35297236246306385,1.4972228596178017,-3.038228750228882,-1.1897592544555664,-0.8909383619325109,0.27277863025665283,0.06764945387840271
11347.914296176,navigating,0.988735641809255,0.3859661320228158,1.4911383976472559,-3.0174787044525146,-1.215532660484314,-0.8970228239030567,0.27151578664779663,-0.06733617186546326
11348.01441074,navigating,0.991013518878344,0.4132436582241756,1.4803142358453187,-3.0004782676696777,-1.2369858026504517,-0.9078469857049939,0.2726422846317291,-0.1352311074733734
11348.133794951,navigating,0.9941657440900251,0.44530447357061675,1.464084573747122,-2.9808430671691895,-1.2625257968902588,-0.9240766478031907,0.26497897505760193,-0.10144371539354324
