t_bridge,mission_state,x_m,y_m,yaw_rad,raw_x_m,raw_y_m,raw_yaw_rad,encoder_yaw_rad,pixhawk_yaw_rad,pixhawk_yaw_ros_rad,pixhawk_gyro_yaw_rad,pixhawk_age_s,yaw_source,pixhawk_weight,encoder_weight,pixhawk_yaw_mode,pixhawk_yaw_sign,linear_x_mps,angular_z_radps,event_type,event_message
,turning,0.3250837695103561,-0.18240713985714005,-2.260363347879089,,,,,,,,,True,0.8,0.2,gyro,-1.0,,,mission_status,aligning for waypoint 1/4
1783.794287483,turning,0.3250837695103561,-0.18240713985714005,-2.260363347879089,-7.87356934378982,-5.2429519051087246,1.6690677235162683,1.4416783716035593,1.3112969398498535,-0.9828023338796054,0.9828023338796054,0.1351705250001487,pixhawk_fused,0.8,0.2,gyro,-1.0,0.0,0.0,odom,
1783.913408706,turning,0.3250837695103561,-0.18240713985714005,-2.2604043762419606,-7.87356934378982,-5.2429519051087246,1.6690266951533967,1.4416783716035593,1.311341404914856,-0.982853371250764,0.982853371250764,0.06621494500018343,pixhawk_fused,0.8,0.2,gyro,-1.0,0.0,0.0,odom,
1784.030318994,turning,0.3250837695103561,-0.18240713985714005,-2.2604301242464038,-7.87356934378982,-5.2429519051087246,1.6690009471489535,1.4416783716035593,1.3113747835159302,-0.982885400613858,0.982885400613858,0.0680519299999105,pixhawk_fused,0.8,0.2,gyro,-1.0,0.0,0.0,odom,
1784.130615667,turning,0.3250837695103561,-0.18240713985714005,-2.2604301242464038,-7.87356934378982,-5.2429519051087246,1.6690009471489535,1.4416783716035593,1.3113747835159302,-0.982885400613858,0.982885400613858,0.16837621599984232,pixhawk_fused,0.8,0.2,gyro,-1.0,0.0,0.0,odom,
1784.23253896,turning,0.3250837695103561,-0.18240713985714005,-2.2604826009192447,-7.87356934378982,-5.2429519051087246,1.6689484704761126,1.4416783716035593,1.3114458322525024,-0.9829506793509653,0.9829506793509653,0.09799137999993945,pixhawk_fused,0.8,0.2,gyro,-1.0,0.0,0.0,odom,
1784.332808964,turning,0.3250837695103561,-0.18240713985714005,-2.2605988490324647,-7.87356934378982,-5.2429519051087246,1.6688322223628926,1.4416783716035593,1.311577558517456,-0.9830952875533556,0.9830952875533556,0.03072420300009071,pixhawk_fused,0.8,0.2,gyro,-1.0,0.0,0.0,odom,
1784.432914088,turning,0.3250837695103561,-0.18240713985714005,-2.2605988490324647,-7.87356934378982,-5.2429519051087246,1.6688322223628926,1.4416783716035593,1.311577558517456,-0.9830952875533556,0.9830952875533556,0.1308506060001946,pixhawk_fused,0.8,0.2,gyro,-1.0,0.0,0.0,odom,
1784.552258621,turning,0.3250837695103561,-0.18240713985714005,-2.260734365495284,-7.87356934378982,-5.2429519051087246,1.6686967059000732,1.4416783716035593,1.311743974685669,-0.9832638657496725,0.9832638657496725,0.0018415970000660309,pixhawk_fused,0.8,0.2,gyro,-1.0,0.0,0.0,odom,
1784.671520949,turning,0.3250837695103561,-0.18240713985714005,-2.260780979652951,-7.87356934378982,-5.2429519051087246,1.668650091742406,1.4416783716035593,1.311789631843567,-0.9833218525134442,0.9833218525134442,0.007148515999915617,pixhawk_fused,0.8,0.2,gyro,-1.0,0.0,0.0,odom,
