local_t,bridge_t,event_type,mission_state,event_message,x_m,y_m,yaw_rad,raw_x_m,raw_y_m,raw_yaw_rad,encoder_yaw_rad,pixhawk_yaw_rad,pixhawk_yaw_ros_rad,pixhawk_gyro_yaw_rad,pixhawk_age_s,yaw_source,use_pixhawk_yaw,pixhawk_weight,encoder_weight,pixhawk_yaw_mode,pixhawk_yaw_sign,linear_x_mps,angular_z_radps
1.0358472999650985,6856.998778675,odom,timeout,,0.46766319132676626,-0.0016177517676472797,-0.0054064201873509354,0.2625165316302653,-0.4292644635070322,-1.1646695634837279,-1.1646695634837279,-2.868726968765259,-0.004691687699407358,0.004691687699407358,0.022107411000433785,encoder,False,0.0,1.0,gyro,-1.0,0.0,0.0
1.0359244999708608,6857.09948798,odom,timeout,,0.46766319132676626,-0.0016177517676472797,-0.0054064201873509354,0.2625165316302653,-0.4292644635070322,-1.1646695634837279,-1.1646695634837279,-2.868726968765259,-0.004691687699407358,0.004691687699407358,0.12228521399993042,encoder,False,0.0,1.0,gyro,-1.0,0.0,0.0
1.0359552999725565,6857.199731079,odom,timeout,,0.46766319132676626,-0.0016177517676472797,-0.0054064201873509354,0.2625165316302653,-0.4292644635070322,-1.1646695634837279,-1.1646695634837279,-2.8687307834625244,-0.004681460679508765,0.004681460679508765,0.04489400799957366,encoder,False,0.0,1.0,gyro,-1.0,0.0,0.0
1.0359822999453172,6857.31957412,odom,timeout,,0.46766319132676626,-0.0016177517676472797,-0.0054064201873509354,0.2625165316302653,-0.4292644635070322,-1.1646695634837279,-1.1646695634837279,-2.8687355518341064,-0.004648981028236469,0.004648981028236469,0.11738640500061592,encoder,False,0.0,1.0,gyro,-1.0,0.0,0.0
1.0360058000078425,6857.439695403,odom,timeout,,0.46766319132676626,-0.0016177517676472797,-0.0054064201873509354,0.2625165316302653,-0.4292644635070322,-1.1646695634837279,-1.1646695634837279,-2.868748426437378,-0.0046255274740979275,0.0046255274740979275,0.08923784899980092,encoder,False,0.0,1.0,gyro,-1.0,0.0,0.0
1.0360293999547139,6857.559510092,odom,timeout,,0.46766319132676626,-0.0016177517676472797,-0.0054064201873509354,0.2625165316302653,-0.4292644635070322,-1.1646695634837279,-1.1646695634837279,-2.8687796592712402,-0.00456500109191986,0.00456500109191986,0.10154954799963889,encoder,False,0.0,1.0,gyro,-1.0,0.0,0.0
1.0360512000042945,6857.660756287,odom,timeout,,0.46766319132676626,-0.0016177517676472797,-0.0054064201873509354,0.2625165316302653,-0.4292644635070322,-1.1646695634837279,-1.1646695634837279,-2.8688132762908936,-0.004504955745302161,0.004504955745302161,0.08719602800010762,encoder,False,0.0,1.0,gyro,-1.0,0.0,0.0
1.0360777999740094,6857.778711137,odom,timeout,,0.46766319132676626,-0.0016177517676472797,-0.0054064201873509354,0.2625165316302653,-0.4292644635070322,-1.1646695634837279,-1.1646695634837279,-2.8688719272613525,-0.004400736107490978,0.004400736107490978,0.014231667999411002,encoder,False,0.0,1.0,gyro,-1.0,0.0,0.0
1.0360992999048904,6857.879048608,odom,timeout,,0.46766319132676626,-0.0016177517676472797,-0.0054064201873509354,0.2625165316302653,-0.4292644635070322,-1.1646695634837279,-1.1646695634837279,-2.8688576221466064,-0.004397137320600471,0.004397137320600471,0.007989744000042265,encoder,False,0.0,1.0,gyro,-1.0,0.0,0.0
1.0361191999400035,6857.979313023,odom,timeout,,0.46766319132676626,-0.0016177517676472797,-0.0054064201873509354,0.2625165316302653,-0.4292644635070322,-1.1646695634837279,-1.1646695634837279,-2.8688576221466064,-0.004397137320600471,0.004397137320600471,0.10810073200082115,encoder,False,0.0,1.0,gyro,-1.0,0.0,0.0
