t_bridge,mission_state,x_m,y_m,yaw_rad,raw_x_m,raw_y_m,raw_yaw_rad,linear_x_mps,angular_z_radps,event_type,event_message
2458.218112727,done,-0.0,0.0,0.0,-0.06746998429298401,-4.640933036804199,-2.40089727239563,0.0,0.0,odom,
,navigating,-0.0,0.0,0.0,,,,,,mission_status,going to waypoint 1/13
2458.318245956,navigating,-0.0,0.0,0.0,-0.06746998429298401,-4.640933036804199,-2.40089727239563,0.0,0.0,odom,
2458.418357298,navigating,-0.0,0.0,0.0,-0.06746998429298401,-4.640933036804199,-2.40089727239563,0.0,0.0,odom,
2458.539676431,navigating,-0.0,0.0,0.0,-0.06746998429298401,-4.640933036804199,-2.40089727239563,0.0,0.0,odom,
2458.639860568,navigating,0.00035975665341286356,-7.194702807005219e-07,-0.004730247912243968,-0.06773597002029419,-4.641175270080566,-2.405627520307874,0.0,0.0,odom,
2458.758259903,navigating,0.00035975665341286356,-7.194702807005219e-07,-0.004730247912243968,-0.06773597002029419,-4.641175270080566,-2.405627520307874,0.0,0.0,odom,
2458.858298961,navigating,0.00035975665341286356,-7.194702807005219e-07,-0.004730247912243968,-0.06773597002029419,-4.641175270080566,-2.405627520307874,0.0,0.0,odom,
2458.958379962,navigating,0.0005140656444684832,-1.6059737951380684e-06,-0.006759666807834019,-0.06785044819116592,-4.6412787437438965,-2.407656939203464,0.0025598129723221064,-0.03364633023738861,odom,
2459.058382856,navigating,0.0006683966296229179,-2.512587954443899e-06,-0.008785195096520315,-0.06796495616436005,-4.641382217407227,-2.4096824674921504,0.0,0.0,odom,
2459.178152303,navigating,0.001132659531047343,-7.685867697977602e-06,-0.014890714508810632,-0.06831107288599014,-4.6416916847229,-2.4157879869044407,0.010338516905903816,-0.13589006662368774,odom,
2459.278363577,navigating,0.0028315132797000512,-4.91353672351009e-05,-0.03855517861911517,-0.06959279626607895,-4.642807483673096,-2.4394524510147453,0.025842400267720222,-0.3396740257740021,odom,
2459.398704799,navigating,0.007497957576156318,-0.0003487864758133013,-0.10002897230347552,-0.07323883473873138,-4.645735263824463,-2.5009262446991056,0.04609498009085655,-0.6058751344680786,odom,
2459.518068448,navigating,0.013564501990212842,-0.0011636332447159505,-0.1805038883368324,-0.07826580107212067,-4.649227619171143,-2.5814011607324625,0.05144708603620529,-0.6762235164642334,odom,
2459.619984284,navigating,0.019273721338151056,-0.002388978656857636,-0.258617437422326,-0.08330606669187546,-4.6521759033203125,-2.659514709817956,0.057312630116939545,-0.753320574760437,odom,
2459.739855962,navigating,0.026229721636534573,-0.004528841221826025,-0.35430911566222845,-0.08988357335329056,-4.655290603637695,-2.7552063880578586,0.06185710057616234,-0.8130533695220947,odom,
2459.858251587,navigating,0.03302041049916338,-0.007356860224811596,-0.4510364368778812,-0.0968034490942955,-4.657785892486572,-2.8519337092735113,0.06164712458848953,-0.810293436050415,odom,
2459.958270175,navigating,0.03830673885111988,-0.010124846771142226,-0.5294895194896867,-0.10257259756326675,-4.659310340881348,-2.930386791885317,0.059173017740249634,-0.7777736186981201,odom,
2460.058349817,navigating,0.043446111230008064,-0.013356124007927093,-0.6093025317138778,-0.10854592174291611,-4.660393714904785,-3.010199804109508,0.06136529520153999,-0.8065890073776245,odom,
2460.178561259,navigating,0.04934659096452245,-0.017840288063666977,-0.706748967068294,-0.11592639237642288,-4.661066055297852,-3.107646239463924,0.05944348871707916,-0.7813286781311035,odom,
2460.299266979,navigating,0.05484472854737431,-0.022947714346280467,-0.806772247603833,-0.1234305128455162,-4.661006927490234,3.0755157871801235,0.0640399307012558,-0.841744601726532,odom,
2460.418059404,navigating,0.0603939774018582,-0.029303014423541177,-0.9177246061572664,-0.13181442022323608,-4.660061359405518,2.9645634286266898,0.07474400103092194,-0.9824395179748535,odom,
2460.518192061,navigating,0.06545516262049299,-0.03659991441125021,-1.0345096546621626,-0.14047352969646454,-4.6580915451049805,2.8477783801217935,0.09958004951477051,-1.3088860511779785,odom,
2460.618455381,navigating,0.07031914913452669,-0.0459133149743198,-1.171369607248538,-0.15034784376621246,-4.654500484466553,2.710918427535418,0.10834762454032898,-1.4241275787353516,odom,
2460.739540912,navigating,0.07396673092307698,-0.056241508207911815,-1.31546782792854,-0.1600092351436615,-4.64933967590332,2.5668202068554162,0.08276218175888062,-1.0878310203552246,odom,
2460.858367052,navigating,0.07564995037855436,-0.06407768372974079,-1.4208697776176225,-0.16653931140899658,-4.644692420959473,2.4614182571663337,0.0540410540997982,-0.7103188037872314,odom,
2460.978120488,navigating,0.0762061970888578,-0.06847142362631033,-1.4790878106397658,-0.16991472244262695,-4.641825199127197,2.4032002241441903,0.023220838978886604,-0.30521607398986816,odom,
2461.078440204,navigating,0.07635685288819873,-0.07021478940672671,-1.483110445391941,-0.17120233178138733,-4.6406402587890625,2.399177589392015,0.020673921331763268,0.1358695924282074,odom,
2461.19843352,navigating,0.07679099965587043,-0.07451174611867233,-1.4533652829490258,-0.17442232370376587,-4.637762069702148,2.428922751834931,0.04865900054574013,0.23561978340148926,odom,
2461.301059627,navigating,0.07750728144938104,-0.07983168492602409,-1.4044609088868043,-0.17854084074497223,-4.634319305419922,2.4778271258971514,0.04969877749681473,0.6532436609268188,odom,
2461.417943528,navigating,0.07872380936249802,-0.08586748002176632,-1.324842474739512,-0.18351159989833832,-4.630685806274414,2.5574455600444437,0.054097868502140045,0.7110655307769775,odom,
2461.51831639,navigating,0.08040401828613576,-0.09175220111398828,-1.2443809872145426,-0.1887226104736328,-4.627476692199707,2.637907047569413,0.06684444844722748,0.8786073327064514,odom,
2461.640138247,navigating,0.08320508187385045,-0.09899712995770703,-1.1422405018021422,-0.1956786811351776,-4.624020099639893,2.7400475329818144,0.06691800802946091,0.8795742392539978,odom,
2461.758349607,navigating,0.0865564132435931,-0.10561126186834467,-1.044744505989092,-0.2026151865720749,-4.621400356292725,2.8375435287948645,0.06431850790977478,0.8454062342643738,odom,
2461.878343417,navigating,0.09012665271454412,-0.11127093710992475,-0.95675851126758,-0.2090691775083542,-4.619632720947266,2.9255295235163765,0.051684800535440445,0.6793480515480042,odom,
2461.998626845,navigating,0.09381622249044551,-0.11614872265408914,-0.8763485078516187,-0.21508361399173737,-4.618522644042969,3.005939526932338,0.05632429197430611,0.7403298020362854,odom,
2462.100389793,navigating,0.09690136168734545,-0.11967264738226292,-0.814777377951815,-0.21973839402198792,-4.618003845214844,3.067510656832141,0.0436122864484787,0.5732424259185791,odom,
2462.21819704,navigating,0.1009081040422325,-0.1236670883880443,-0.740396507594363,-0.22539082169532776,-4.617759704589844,-3.141293779989993,0.05145994573831558,0.6763925552368164,odom,
2462.318237111,navigating,0.10486995832506943,-0.1270926042251524,-0.6715431242866745,-0.2306262105703354,-4.617905139923096,-3.0724403966823046,0.055873919278383255,0.7344100475311279,odom,
2462.439972037,navigating,0.11043291726692465,-0.1311809245476892,-0.5807724034684676,-0.2374904751777649,-4.6186418533325195,-2.9816696758640977,0.06656838208436966,0.8749787211418152,odom,
2462.560170246,navigating,0.11803030009915144,-0.1356634027347897,-0.4674949726365183,-0.24612212181091309,-4.620460510253906,-2.8683922450321484,0.0807885080575943,0.9994107484817505,odom,
2462.678228192,navigating,0.1284073463189003,-0.14012370005081506,-0.3189125439057636,-0.2567901909351349,-4.624171257019043,-2.7198098163013937,0.11890489608049393,1.5628929138183594,odom,
2462.778351789,navigating,0.14077476678790418,-0.14339429408316134,-0.17902182859119398,-0.2681243419647217,-4.63010311126709,-2.579919100986824,0.13370996713638306,1.2167022228240967,odom,
2462.898686746,navigating,0.15560396367096427,-0.1454403652772895,-0.0890579769985238,-0.2804489731788635,-4.638599872589111,-2.489955249394154,0.10775336623191833,0.47210556268692017,odom,
2462.999171717,navigating,0.16416809658315962,-0.1461618406741053,-0.08963008427958652,-0.2872561514377594,-4.64384651184082,-2.4905273566752166,0.06417202204465866,-0.3300577402114868,odom,
2463.117876071,navigating,0.16949463343340515,-0.14671421379079225,-0.13702199365871115,-0.2915598750114441,-4.647033214569092,-2.5379192660543413,0.041310492902994156,-0.5429875254631042,odom,
2463.218078424,navigating,0.17345763628172728,-0.14734565929011134,-0.18976974382708356,-0.2949106693267822,-4.6492414474487305,-2.5906670162227137,0.0438527911901474,-0.5764036774635315,odom,
2463.318083284,navigating,0.17752654696761697,-0.1482193205431112,-0.2444725074713423,-0.2985030710697174,-4.651342391967773,-2.6453697798669724,0.04362315684556961,-0.5733853578567505,odom,
2463.418286396,navigating,0.18167857278084756,-0.14935570844249157,-0.3010616622278577,-0.30233410000801086,-4.653305530548096,-2.701958934623488,0.04203394427895546,-0.552496612071991,odom,
2463.539538576,navigating,0.1870429757179819,-0.15120587205445113,-0.37566375128954066,-0.30754151940345764,-4.65556001663208,-2.7765610236851708,0.048706717789173126,-0.6402039527893066,odom,
2463.658226508,navigating,0.19214703180866743,-0.15340078486688463,-0.44870761127400494,-0.3127894401550293,-4.657384395599365,-2.849604883669635,0.04353414848446846,-0.5722153782844543,odom,
2463.778193677,navigating,0.19649541978167737,-0.15564002682057002,-0.513008130865706,-0.31750959157943726,-4.658666133880615,-2.913905403261336,0.04128149524331093,-0.5426064133644104,odom,
2463.87850261,navigating,0.1999066638226201,-0.1576562216572139,-0.5650959012613881,-0.3213876187801361,-4.659480094909668,-2.965993173657018,0.03875776007771492,-0.5094342827796936,odom,
2463.998915076,navigating,0.20408565922894878,-0.16047069391166097,-0.6313324122876334,-0.3263709247112274,-4.660223007202148,-3.0322296846832635,0.04097331315279007,-0.5385556221008301,odom,
2464.099000055,navigating,0.20747566228327372,-0.16306835948980647,-0.6874752098018013,-0.33062565326690674,-4.660593509674072,-3.0883724821974314,0.040981475263834,-0.5386629104614258,odom,
2464.218409412,navigating,0.2112102974046051,-0.16630808209035816,-0.7524700250711689,-0.33556798100471497,-4.660722732543945,3.1298180097127877,0.038859229534864426,-0.5107679963111877,odom,
2464.318922189,navigating,0.21389659434440036,-0.1689252234915637,-0.8017692671065966,-0.3393165171146393,-4.660604000091553,3.080518767677359,0.03592853620648384,-0.47224679589271545,odom,
2464.441603048,navigating,0.2168625860713905,-0.17213990629656398,-0.8592681935167459,-0.3436746895313263,-4.660233020782471,3.0230198412672107,0.0359913669526577,-0.4730726480484009,odom,
2464.558075371,navigating,0.22017407908057965,-0.17621130703954138,-0.9282627191142554,-0.34886595606803894,-4.659462928771973,2.9540253156697007,0.04888450354337692,-0.6425407528877258,odom,
2464.659890897,navigating,0.2229232604863795,-0.18008191826796197,-0.9906749756907143,-0.35350674390792847,-4.658461570739746,2.8916130590932414,0.04510871320962906,-0.5929115414619446,odom,
2464.778585146,navigating,0.22597986590458405,-0.18507423115506083,-1.0581474346546669,-0.3591313362121582,-4.656839847564697,2.8241406001292892,0.051684800535440445,-0.47554367780685425,odom,
2464.898807021,navigating,0.22962153265377855,-0.19175676873366237,-1.0838241729788898,-0.36632826924324036,-4.654365539550781,2.798463861805067,0.06402717530727386,-0.10098924487829208,odom,
2464.998870437,navigating,0.23251434467157636,-0.19726934232926188,-1.0899067310624924,-0.37218305468559265,-4.652249336242676,2.7923813037214638,0.05632849410176277,1.8421020286041312e-05,odom,
2465.118401857,navigating,0.23586380051241132,-0.20365174015443932,-1.0791645303857553,-0.37896180152893066,-4.649799346923828,2.803123504398201,0.061814915388822556,0.20310565829277039,odom,
2465.238953145,navigating,0.23959855094135324,-0.21034120956540062,-1.0352421147618482,-0.3862321078777313,-4.647382736206055,2.8470459200221074,0.07046815007925034,0.4459662139415741,odom,
,reached,0.23959855094135324,-0.21034120956540062,-1.0352421147618482,,,,,,mission_status,reached waypoint 1/13
,navigating,0.23959855094135324,-0.21034120956540062,-1.0352421147618482,,,,,,mission_status,going to waypoint 2/13
2465.339349918,navigating,0.24312095430558944,-0.21603403355125161,-0.9851532098755467,-0.39267316460609436,-4.6455583572387695,2.89713482490841,0.05691954866051674,0.4760867655277252,odom,
2465.441947477,navigating,0.24611366910118376,-0.22033795883509383,-0.928396242017671,-0.39778608083724976,-4.644401550292969,2.953891792766285,0.0539398230612278,0.5739123225212097,odom,
2465.557835279,navigating,0.2505739483352494,-0.22586747256524373,-0.8390369582534927,-0.4048090875148773,-4.6433305740356445,3.043251076530464,0.05935405194759369,0.7801531553268433,odom,
2465.658079709,navigating,0.2553560491417884,-0.2308344920508478,-0.7565250467310634,-0.41169002652168274,-4.642891883850098,3.1257629880528923,0.08015168458223343,0.8496116995811462,odom,
2465.778133399,navigating,0.2616129230626977,-0.23633329590746371,-0.6740627386261413,-0.42001819610595703,-4.6430559158325195,-3.0749600110217714,0.07438629865646362,0.708017110824585,odom,
2465.878273045,navigating,0.26718099374313636,-0.24057102138831854,-0.6159057713856315,-0.42698705196380615,-4.643685817718506,-3.0168030437812616,0.07180757820606232,0.6067423820495605,odom,
2465.978740881,navigating,0.2725127556469519,-0.24416817261549228,-0.5557212777011191,-0.43334925174713135,-4.644629001617432,-2.9566185500967492,0.05889913812279701,0.6395347714424133,odom,
2466.099699314,navigating,0.2780789676253342,-0.24738914207271293,-0.47794343666660133,-0.4396306276321411,-4.646008014678955,-2.8788407090622314,0.05650422349572182,0.7426947951316833,odom,
2466.200720147,navigating,0.2827081137893972,-0.24963052785219106,-0.41032982203633495,-0.4445594251155853,-4.647477626800537,-2.811227094431965,0.05136490985751152,0.6751433610916138,odom,
2466.318401484,navigating,0.2891332496031202,-0.2521417430375552,-0.31962583340830264,-0.4509957432746887,-4.649960041046143,-2.7205231058039328,0.06462547183036804,0.8494409918785095,odom,
2466.440706087,navigating,0.2972470631262911,-0.25442471623790264,-0.21282193049201803,-0.45852428674697876,-4.653750419616699,-2.613719202887648,0.07678419351577759,0.8746573328971863,odom,
2466.558629415,navigating,0.31225151089989867,-0.2567027502571023,-0.07410816341946047,-0.4711347818374634,-4.66219425201416,-2.4750054358150906,0.16788284480571747,1.2560999393463135,odom,
2466.678225758,navigating,0.3358439707393334,-0.2570808118954016,0.04286009220192977,-0.48880112171173096,-4.677835464477539,-2.3580371801937003,0.2154315710067749,0.6067810654640198,odom,
2466.799152556,navigating,0.36084866319553643,-0.25550276487322204,0.08006095124233292,-0.5061897039413452,-4.695873260498047,-2.320836321153297,0.19553802907466888,0.06763584166765213,odom,
2466.900643011,navigating,0.3768515532499934,-0.2542232270955025,0.07196427234011926,-0.5171363949775696,-4.707616329193115,-2.328933000055511,0.13636203110218048,-0.23672552406787872,odom,
2467.01789984,navigating,0.38754525460584455,-0.2536548388944128,0.012443500577824285,-0.5246447920799255,-4.715251922607422,-2.388453771817806,0.062030453234910965,-0.4756237268447876,odom,
2467.117925481,navigating,0.39253484158134344,-0.25371755660239287,-0.05180550501804548,-0.5283694267272949,-4.718572616577148,-2.4527027774136756,0.0465303398668766,-0.6115975379943848,odom,
2467.217997936,navigating,0.3969964040911392,-0.25405407495165666,-0.11062438075677594,-0.5318891406059265,-4.721334934234619,-2.511521653152406,0.04386378824710846,-0.5765482187271118,odom,
2467.3409591,navigating,0.401987938165821,-0.2547478951216904,-0.1768722406626142,-0.5360410809516907,-4.724191188812256,-2.5777695130582443,0.04360359162092209,-0.5731281638145447,odom,
2467.457687838,navigating,0.4065759793986993,-0.25568982116096356,-0.23844146631132768,-0.540062665939331,-4.726592063903809,-2.639338738706958,0.038783080875873566,-0.5097671151161194,odom,
2467.578067954,navigating,0.41104345026710626,-0.25689689826903334,-0.2992801481684464,-0.5441741943359375,-4.728715896606445,-2.7001774205640765,0.038477592170238495,-0.5057517290115356,odom,
2467.678195448,navigating,0.4145128372891983,-0.258040365283416,-0.3472995577654463,-0.5475062131881714,-4.730213165283203,-2.7481968301610764,0.033285848796367645,-0.437511146068573,odom,
2467.799936579,navigating,0.41830346500069154,-0.2595085775173316,-0.4007378009790119,-0.5512944459915161,-4.731687545776367,-2.801635073374642,0.03339052572846413,-0.4388870298862457,odom,
2467.901085206,navigating,0.42112793344588995,-0.2607582258342118,-0.4399795818914565,-0.5542221665382385,-4.73267126083374,-2.8408768542870866,0.03093630075454712,-0.4066285490989685,odom,
2468.019865988,navigating,0.424723484449827,-0.2625481645103589,-0.49277877051999885,-0.5580835342407227,-4.733776569366455,-2.893676042915629,0.03529135882854462,-0.46387168765068054,odom,
2468.140882018,navigating,0.428699411062371,-0.2648106069171059,-0.551563278930665,-0.5625444650650024,-4.734789848327637,-2.952460551326295,0.040985554456710815,-0.5387165546417236,odom,
2468.258089805,navigating,0.43359700676708196,-0.2680437237402855,-0.6273727579586859,-0.5683405995368958,-4.735708713531494,-3.028270030354316,0.04912522807717323,-0.6457048654556274,odom,
2468.358265728,navigating,0.43784184722574315,-0.2713002600993934,-0.6950035198401276,-0.5736708045005798,-4.736169815063477,-3.0959007922357578,0.054187264293432236,-0.6444113254547119,odom,
2468.478118284,navigating,0.4437788305732205,-0.27654081148261367,-0.7504482336736302,-0.581588625907898,-4.736308574676514,3.1318398011103263,0.07182957231998444,-0.33716949820518494,odom,
2468.578338854,navigating,0.44922860435837453,-0.28171321006979444,-0.7693767626418886,-0.5891008973121643,-4.73616886138916,3.112911272142068,0.07438258826732635,-0.16856710612773895,odom,
2468.678528987,navigating,0.4540612776417801,-0.28641116411068873,-0.7700672226022096,-0.5958375930786133,-4.735962867736816,3.1122208121817465,0.06927692890167236,0.10117555409669876,odom,
2468.800199892,navigating,0.45951630106314556,-0.29164715981818723,-0.7518196192079687,-0.6033966541290283,-4.735779762268066,3.1304684155759874,0.061761196702718735,0.202948197722435,odom,
2468.918131052,navigating,0.4647990172399279,-0.2964755548026815,-0.7173099600679804,-0.610553503036499,-4.735781192779541,-3.1182072324636105,0.05168531462550163,0.4076020121574402,odom,
2469.018240433,navigating,0.4692595688881598,-0.3002045776829989,-0.6625175530833922,-0.6163617372512817,-4.736039161682129,-3.0634148254790223,0.06204668805003166,0.6116589903831482,odom,
2469.118252614,navigating,0.4748442020318643,-0.3043353303915623,-0.6009712287599607,-0.6232706308364868,-4.736759185791016,-3.001868501155591,0.07752720266580582,0.6114132404327393,odom,
,reached,0.4748442020318643,-0.3043353303915623,-0.6009712287599607,,,,,,mission_status,reached waypoint 2/13
,navigating,0.4748442020318643,-0.3043353303915623,-0.6009712287599607,,,,,,mission_status,going to waypoint 3/13
2469.239866559,navigating,0.4816756334091742,-0.3087260952253953,-0.5266399515887663,-0.6312751173973083,-4.738128662109375,-2.9275372239843964,0.04632347449660301,0.47356611490249634,odom,
2469.357847717,navigating,0.4865795520010827,-0.31141772877594887,-0.46121215943412386,-0.636710524559021,-4.7394514083862305,-2.862109431829754,0.05660877376794815,0.7440690398216248,odom,
2469.45809537,navigating,0.4928109821591098,-0.31424029386346736,-0.3712692503758692,-0.6432139873504639,-4.741573333740234,-2.7721665227714993,0.07423827052116394,0.9757921695709229,odom,
2469.558358893,navigating,0.5002064339724539,-0.3167748683930103,-0.26847078956230286,-0.6503821611404419,-4.744693279266357,-2.669368061957933,0.08233179897069931,1.0821739435195923,odom,
2469.678596637,navigating,0.5095545965613756,-0.3188264025372015,-0.14259720317915514,-0.6586654782295227,-4.749487400054932,-2.5434944755747853,0.07236234843730927,0.9511349201202393,odom,
2469.799377941,navigating,0.519022258670138,-0.3196872069542131,-0.017555188124327437,-0.666233479976654,-4.7552409172058105,-2.4184524605199575,0.07682114094495773,1.0097415447235107,odom,
2469.918495475,navigating,0.5274550637485818,-0.3194454124754391,0.09338571717187438,-0.6722937226295471,-4.761109828948975,-2.3075115552237557,0.06627816706895828,0.871164083480835,odom,
2470.039613395,navigating,0.5350488943397019,-0.3184112899522861,0.1941642486108277,-0.6772001385688782,-4.766997337341309,-2.2067330237848024,0.06421896070241928,0.8440977931022644,odom,
