local_t,bridge_t,event_type,mission_state,mission_index,mission_total,event_message,x_m,y_m,yaw_rad,raw_x_m,raw_y_m,raw_yaw_rad,encoder_yaw_rad,pixhawk_yaw_rad,pixhawk_yaw_ros_rad,pixhawk_gyro_yaw_rad,pixhawk_age_s,yaw_source,use_pixhawk_yaw,pixhawk_weight,encoder_weight,pixhawk_yaw_mode,pixhawk_yaw_sign,linear_x_mps,angular_z_radps,cmd_linear_x_mps,cmd_angular_z_radps,cmd_age_s,nearest_segment,along_track_m,segment_progress_m,segment_ratio,nearest_path_x_m,nearest_path_y_m,nearest_path_yaw_rad,cross_track_error_m,signed_cross_track_error_m,heading_error_rad,distance_to_waypoint_m,turn_kind,turn_target_yaw_rad,turn_yaw_error_rad
1.0850112999323756,3815.666376994,odom,idle,,4,,-0.04150439443947036,0.0021751334489933903,0.07837711679149928,-6.999593585846572,-5.928944688772874,-2.90106442143803,2.6481116970522707,-1.1083486080169678,0.685514804961154,-0.685514804961154,0.04723540299983142,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0,0.0,0.0,30.786123464999946,1,0.0,0.0,0.0,0.0,0.0,0.005361878910097319,0.041561351798372344,0.0023976426526892804,-0.07301523788140196,,,,
1.0851865999866277,3815.766822863,odom,idle,,4,,-0.04150439443947036,0.0021751334489933903,0.07845545909855245,-6.999593585846572,-5.928944688772874,-2.900986079130977,2.6481116970522707,-1.1084083318710327,0.6856078972555639,-0.6856078972555639,0.033181037999838736,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0,0.0,0.0,30.886598036000123,1,0.0,0.0,0.0,0.0,0.0,0.005361878910097319,0.041561351798372344,0.0023976426526892804,-0.07309358018845513,,,,
1.085505299968645,3815.88537047,odom,idle,,4,,-0.04150439443947036,0.0021751334489933903,0.07880815190410617,-6.999593585846572,-5.928944688772874,-2.9006333863254232,2.6481116970522707,-1.108588695526123,0.6860269812457206,-0.6860269812457206,0.033021153999925446,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0,0.0,0.0,31.004816410999865,1,0.0,0.0,0.0,0.0,0.0,0.005361878910097319,0.041561351798372344,0.0023976426526892804,-0.07344627299400885,,,,
1.0856967999134213,3816.004510043,odom,idle,,4,,-0.04150439443947036,0.0021751334489933903,0.07898285359032009,-6.999593585846572,-5.928944688772874,-2.9004586846392093,2.6481116970522707,-1.1086879968643188,0.6862345613702143,-0.6862345613702143,0.0502208600000813,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0,0.0,0.0,31.124191663000147,1,0.0,0.0,0.0,0.0,0.0,0.005361878910097319,0.041561351798372344,0.0023976426526892804,-0.07362097468022277,,,,
1.0862865999806672,3816.105158776,odom,idle,,4,,-0.04150439443947036,0.0021751334489933903,0.07898285359032009,-6.999593585846572,-5.928944688772874,-2.9004586846392093,2.6481116970522707,-1.1086879968643188,0.6862345613702143,-0.6862345613702143,0.1506247670004086,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0,0.0,0.0,31.224576366999827,1,0.0,0.0,0.0,0.0,0.0,0.005361878910097319,0.041561351798372344,0.0023976426526892804,-0.07362097468022277,,,,
1.0864259999943897,3816.207079143,odom,idle,,4,,-0.04150439443947036,0.0021751334489933903,0.07933134833136313,-6.999593585846572,-5.928944688772874,-2.9001101898981663,2.6481116970522707,-1.1088743209838867,0.6866486270370603,-0.6866486270370603,0.05331009300016376,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0,0.0,0.0,31.32483264800021,1,0.0,0.0,0.0,0.0,0.0,0.005361878910097319,0.041561351798372344,0.0023976426526892804,-0.07396946942126581,,,,
1.0865503000095487,3816.326165272,odom,idle,,4,,-0.04150439443947036,0.0021751334489933903,0.07933134833136313,-6.999593585846572,-5.928944688772874,-2.9001101898981663,2.6481116970522707,-1.1088743209838867,0.6866486270370603,-0.6866486270370603,0.17398321700011365,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0,0.0,0.0,31.445515013000204,1,0.0,0.0,0.0,0.0,0.0,0.005361878910097319,0.041561351798372344,0.0023976426526892804,-0.07396946942126581,,,,
1.0866657999577,3816.427837349,odom,idle,,4,,-0.04150439443947036,0.0021751334489933903,0.07949773627626522,-6.999593585846572,-5.928944688772874,-2.899943801953264,2.6481116970522707,-1.1089553833007812,0.6868463146312803,-0.6868463146312803,0.09449899099990944,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0,0.0,0.0,31.547620243999972,1,0.0,0.0,0.0,0.0,0.0,0.005361878910097319,0.041561351798372344,0.0023976426526892804,-0.0741358573661679,,,,
1.0867801000131294,3816.541906483,odom,idle,,4,,-0.04150439443947036,0.0021751334489933903,0.0796703515586068,-6.999593585846572,-5.928944688772874,-2.8997711866709226,2.6481116970522707,-1.109059453010559,0.6870513962026396,-0.6870513962026396,0.10515103899979295,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0,0.0,0.0,31.662644352999905,1,0.0,0.0,0.0,0.0,0.0,0.005361878910097319,0.041561351798372344,0.0023976426526892804,-0.07430847264850948,,,,
1.0869078999385238,3816.643350529,odom,idle,,4,,-0.04150439443947036,0.0021751334489933903,0.08012751897565895,-6.999593585846572,-5.928944688772874,-2.8993140192538704,2.6481116970522707,-1.1093381643295288,0.6875945261785471,-0.6875945261785471,0.013285737000387599,pixhawk_fused,True,0.8,0.2,gyro,-1.0,0.0,0.0,0.0,0.0,31.76357317200018,1,0.0,0.0,0.0,0.0,0.0,0.005361878910097319,0.041561351798372344,0.0023976426526892804,-0.07476564006556163,,,,
