t_bridge,mission_state,x_m,y_m,yaw_rad,raw_x_m,raw_y_m,raw_yaw_rad,encoder_yaw_rad,pixhawk_yaw_rad,pixhawk_yaw_ros_rad,pixhawk_gyro_yaw_rad,pixhawk_age_s,yaw_source,pixhawk_weight,encoder_weight,pixhawk_yaw_mode,pixhawk_yaw_sign,linear_x_mps,angular_z_radps,cmd_linear_x_mps,cmd_angular_z_radps,cmd_age_s,actual_left_mps,actual_right_mps,cmd_left_mps,cmd_right_mps,turn_abs_balance_error_mps,turn_linear_leak_ratio,event_type,event_message
7685.726306906,navigating,0.4340408924747208,0.006938181571024993,-0.021833526831425587,-6.218598245586623,-6.116421213328864,-1.8422104429795843,-1.8251988079213435,3.1357102394104004,0.0759552016423802,-0.0759552016423802,0.02744475899999088,pixhawk_fused,0.8,0.2,gyro,-1.0,0.24870391190052032,0.03361932560801506,0.24,0.035012354016155024,0.02111676399999851,0.24614615360826253,0.2512616701927781,0.23733626010645092,0.24266373989354906,,,odom,
7685.826616268,navigating,0.4576396630768029,0.006817648469028895,-0.026101931444840742,-6.224543882986369,-6.1392590306078665,-1.8464788475929994,-1.8251988079213435,3.1410787105560303,0.07061987998874589,-0.07061987998874589,0.003268030000072031,pixhawk_fused,0.8,0.2,gyro,-1.0,0.24415089190006256,0.0,0.24,0.08856933670420682,0.020675684000707406,0.24415089190006256,0.24415089190006256,0.23326164486354395,0.24673835513645603,,,odom,
7685.946488436,navigating,0.48589233009820426,0.00679653771855486,-0.024204179631784895,-6.231542679611585,-6.166631105525286,-1.8445810957799436,-1.815707793553343,3.1410787105560303,0.07061987998874589,-0.07061987998874589,0.12320055899999716,pixhawk_fused,0.8,0.2,gyro,-1.0,0.25295060873031616,0.1357060819864273,0.24,0.09982309592951087,0.04165013200054091,0.2426260900127888,0.26327512744784354,0.23240545886168282,0.24759454113831716,0.02064903743505475,24.499990328933716,odom,
7686.062118123,navigating,0.513960829165895,0.007058971491011909,-0.01720265575361779,-6.23822122799274,-6.193894753537217,-1.8375795719017765,-1.8028293258319417,3.1358590126037598,0.07615286682339116,-0.07615286682339116,0.06273604000034538,pixhawk_fused,0.8,0.2,gyro,-1.0,0.24648112058639526,0.16362428665161133,0.24,0.08196093891340475,0.009754288999829441,0.23403258485794068,0.2589296563148499,0.23376441176746815,0.24623558823253183,0.024897071456909198,19.80000909046629,odom,
7686.165127121,navigating,0.5363484486725553,0.007544701552801167,-0.001803862004510659,-6.243280235253927,-6.215708691430206,-1.8221807781526693,-1.7941012598059427,3.118255853652954,0.09321856815160914,-0.09321856815160914,0.048522628999307926,pixhawk_fused,0.8,0.2,gyro,-1.0,0.2315581887960434,0.06763584166765213,0.24,0.07264046387154323,0.010466943000210449,0.22641245396196844,0.23670392363011836,0.23447351350865298,0.245526486491347,,,odom,
7686.26632783,navigating,0.5591690207382961,0.008202637627804849,-0.000589695300993176,-6.248279310343726,-6.237984701789626,-1.8209666114491518,-1.7880283019432768,3.118255853652954,0.09321856815160914,-0.09321856815160914,0.14948398899923632,pixhawk_fused,0.8,0.2,gyro,-1.0,0.234160378575325,0.033899132162332535,0.24,-0.004228840280230039,0.011330731000271044,0.23158133260041475,0.23673942455023528,0.2403217301685199,0.23967826983148008,,,odom,
7686.366653694,navigating,0.582733226515902,0.008962306979340307,0.004183843804881127,-6.253363479966946,-6.261006433060218,-1.8161930723432775,-1.789401646802886,3.111067056655884,0.0995281835252206,-0.0995281835252206,0.05151463899983355,pixhawk_fused,0.8,0.2,gyro,-1.0,0.24644535779953003,-0.032720062881708145,0.24,-0.042314369769264615,0.011167670999384427,0.2489347001835704,0.24395601541548967,0.24321927725204565,0.23678072274795434,,,odom,
7686.484092578,navigating,0.6102741504207688,0.009818282335855688,0.0035390393863368175,-6.259336567216184,-6.28790545557141,-1.8168378767618218,-1.7907748353231892,3.112220287322998,0.09906541551628813,-0.09906541551628813,0.07168869799988897,pixhawk_fused,0.8,0.2,gyro,-1.0,0.24616456031799316,8.054681529756635e-05,0.24,-0.05303831293525222,0.03163460399991891,0.2461584323162853,0.24617068831970101,0.24403515484811397,0.235964845151886,,,odom,
7686.584122087,navigating,0.6334680774923288,0.010458074625096653,0.0008566329622776703,-6.264445441703946,-6.3105387714717045,-1.819520283185881,-1.7948031927613128,3.114577293395996,0.09671939514370366,-0.09671939514370366,0.05544465100047091,pixhawk_fused,0.8,0.2,gyro,-1.0,0.2359311878681183,7.729604112682864e-05,0.24,-0.06266365505177966,0.031457670999770926,0.23592530718530935,0.23593706855092722,0.2447674508763394,0.2352325491236606,,,odom,
7686.684205411,navigating,0.6570567605754303,0.011058739098267989,0.0008627460194616798,-6.269689735449197,-6.333544947827584,-1.819514170128697,-1.7947726204640861,3.114577293395996,0.09671939514370366,-0.09671939514370366,0.15534722800020972,pixhawk_fused,0.8,0.2,gyro,-1.0,0.25123026967048645,0.06730932742357254,0.24,-0.058073715815860745,0.03178830399974686,0.24610937604010105,0.2563511633008719,0.24441824829927067,0.2355817517007293,,,odom,
7686.787648588,navigating,0.6804591527488298,0.011632692445069565,-0.0048402882678908465,-6.2749138993048215,-6.356364007709435,-1.8252172044160495,-1.7975803390201281,3.121068000793457,0.09029276486837967,-0.09029276486837967,0.028470543999901565,pixhawk_fused,0.8,0.2,gyro,-1.0,0.23348145186901093,-7.910202839411795e-05,0.24,-0.07234669363491972,0.03268100399964169,0.23348746995133116,0.2334754337866907,0.24550413645174468,0.2344958635482553,,,odom,
