t_bridge,mission_state,x_m,y_m,yaw_rad,raw_x_m,raw_y_m,raw_yaw_rad,encoder_yaw_rad,pixhawk_yaw_rad,pixhawk_age_s,yaw_source,pixhawk_weight,encoder_weight,linear_x_mps,angular_z_radps,event_type,event_message
,navigating,0.0,0.0,-0.0010461807608801443,,,,,,,True,0.8,0.2,,,mission_status,going to waypoint 1/1
5871.485381696,navigating,0.0,0.0,-0.001072502174782275,0.31098893673410594,0.26862053594576757,-0.6805215512245012,0.2984350288034455,-2.911923408508301,0.02582666199941741,pixhawk_fused,0.8,0.2,0.0,0.0,odom,
5871.587525552,navigating,2.49751231143642e-05,3.704825151073798e-05,-0.0012071602027223793,0.31103164516470605,0.268633663004473,-0.6806562092524413,0.2977617384947614,-2.911923408508301,0.12739859399971465,pixhawk_fused,0.8,0.2,0.0,0.0,odom,
5871.705958322,navigating,7.455906450999652e-05,0.00011048130644674916,-0.00150556560314008,0.3111163601831635,0.2686596311859517,-0.680954614652859,0.2964261140368618,-2.9119625091552734,0.06795081200016284,pixhawk_fused,0.8,0.2,0.0,0.0,odom,
5871.824877572,navigating,0.001090001888436136,0.0016423453596934056,0.0029445956690840047,0.31286886151160315,0.26921322914486207,-0.6765044533806349,0.3188131700640164,-2.911996364593506,0.05210106399954384,pixhawk_fused,0.8,0.2,0.03329910337924957,0.3030129671096802,odom,
5871.924925694,navigating,0.003207696025437737,0.005026638602585327,0.003629013884826282,0.3166428259039778,0.27051525140921207,-0.6758200351648926,0.3532899049633846,-2.919754981994629,0.0941818430001149,pixhawk_fused,0.8,0.2,0.05889621004462242,0.4375546872615814,odom,
5872.024960946,navigating,0.0065412251727729335,0.010854295226726379,0.002918960459871167,0.32289793436255876,0.2729540249691018,-0.6765300885898478,0.3906758379828074,-2.929966449737549,0.08897130399964226,pixhawk_fused,0.8,0.2,0.0799989402294159,0.16959847509860992,odom,
5872.125615844,navigating,0.010814885946725895,0.0187442285060562,-0.05079194958089017,0.33118025059789435,0.2764063374319297,-0.7302409986306091,0.39330177394555255,-2.997668743133545,0.07514193799943314,pixhawk_fused,0.8,0.2,0.1083393394947052,-0.06777478009462357,odom,
5872.245425463,navigating,0.015070084379086659,0.026339063924204632,-0.05684634136146238,0.3392627755991507,0.279640688731896,-0.7362953904111813,0.34865598872893394,-2.994148015975952,0.08705018099954032,pixhawk_fused,0.8,0.2,0.07720150053501129,-0.4058964252471924,odom,
5872.346129806,navigating,0.017735201814451183,0.030610760284782844,-0.06720847304260269,0.3440202036332315,0.28128905739266435,-0.7466575220923216,0.29669744954617305,-2.994148015975952,0.18789361699964502,pixhawk_fused,0.8,0.2,0.04631395265460014,-0.6087533235549927,odom,
5872.464189616,navigating,0.020327631404178467,0.03422277396669905,-0.016226817219476275,0.34830656521610437,0.2824699208042895,-0.6956758662691952,0.22968465294071388,-2.913684368133545,0.11155795800004853,pixhawk_fused,0.8,0.2,0.04136653617024422,-0.5437241792678833,odom,
5872.564557738,navigating,0.02227522425487312,0.03662964775903053,0.018530954931865407,0.35133402887203785,0.2831184754868652,-0.6609180941178535,0.18302232533023913,-2.8586597442626953,0.03285760500057222,pixhawk_fused,0.8,0.2,0.03618662804365158,-0.4756391644477844,odom,
5872.685697612,navigating,0.025099282198576815,0.039755179512285466,0.04316506384051033,0.3554948905748516,0.2837753483056502,-0.6362839852092086,0.11953336262975708,-2.812328338623047,0.034851690999857965,pixhawk_fused,0.8,0.2,0.043527647852897644,-0.5721299648284912,odom,
5872.787296286,navigating,0.027983443414596746,0.04257803450144396,0.03127904041177587,0.3595123164164048,0.28415899634413255,-0.648170008637943,0.05870754078008575,-2.812328338623047,0.13623223600006895,pixhawk_fused,0.8,0.2,0.05028242617845535,-0.6609151363372803,odom,
5872.904957153,navigating,0.03213615890199106,0.04610407904203586,0.12819092966915324,0.3649584341402715,0.28429255441864454,-0.5512581193805657,-0.023410018907894653,-2.673426866531372,0.06751309199989919,pixhawk_fused,0.8,0.2,0.05388474464416504,-0.7082642316818237,odom,
5873.005756496,navigating,0.0364334593450456,0.04919890592520586,0.19281504471216693,0.3702460653751738,0.2839998080124254,-0.486634004337552,-0.10323399182478167,-2.5772857666015625,0.05602053399979923,pixhawk_fused,0.8,0.2,0.06254837661981583,-0.8221395015716553,odom,
